Sample	Mapping Rate	Unique Rate of Mapped	Duplicate Rate of Mapped	Duplicate Rate of Mapped, excluding Globins	Base Mismatch	End 1 Mapping Rate	End 2 Mapping Rate	End 1 Mismatch Rate	End 2 Mismatch Rate	Expression Profiling Efficiency	High Quality Rate	Exonic Rate	Intronic Rate	Intergenic Rate	Intragenic Rate	Ambiguous Alignment Rate	High Quality Exonic Rate	High Quality Intronic Rate	High Quality Intergenic Rate	High Quality Intragenic Rate	High Quality Ambiguous Alignment Rate	Discard Rate	rRNA Rate	Chimeric Alignment Rate	End 1 Sense Rate	End 2 Sense Rate	Avg. Splits per Read	Alternative Alignments	Chimeric Reads	Duplicate Reads	End 1 Antisense	End 2 Antisense	End 1 Bases	End 2 Bases	End 1 Mapped Reads	End 2 Mapped Reads	End 1 Mismatches	End 2 Mismatches	End 1 Sense	End 2 Sense	Exonic Reads	Failed Vendor QC	High Quality Reads	Intergenic Reads	Intragenic Reads	Ambiguous Reads	Intronic Reads	Low Mapping Quality	Low Quality Reads	Mapped Duplicate Reads	Mapped Reads	Mapped Unique Reads	Mismatched Bases	Non-Globin Reads	Non-Globin Duplicate Reads	Reads excluded from exon counts	Reads used for Intron/Exon counts	rRNA Reads	Total Bases	Total Mapped Pairs	Total Read Number	Unique Mapping, Vendor QC Passed Reads	Unpaired Reads	Read Length	Genes Detected	Estimated Library Complexity	Genes used in 3' bias	Mean 3' bias	Median 3' bias	3' bias Std	3' bias MAD_Std	3' Bias, 25th Percentile	3' Bias, 75th Percentile	Median of Avg Transcript Coverage	Median of Transcript Coverage Std	Median of Transcript Coverage CV	Median Exon CV	Exon CV MAD
RP-1903_HK-124	0.994684	1	0	0	0.00183958	0.995934	0.993433	0.00175106	0.00192833	0.950842	0.947093	0.955925	0.0247511	0.00892247	0.980676	0.0104019	0.96326	0.0226874	0.0059054	0.985947	0.00814762	0	0.00240184	0	0.00667901	0.993564	0.462853	21713934	1651086	0	110890174	718663	12826130289	12793926338	126991389	126672538	22459353	24670854	745617	110943204	242483566	0	240243294	2263309	248762026	2638592	6278460	11916967	13420633	0	253663927	253663927	47130207	253663922	0	0	253663927	609261	25620056627	126523827	276733640	255019706	0	101	22201	0	11254	0.478826	0.464706	0.318695	0.424242	0.18311	0.758678	0	0	0.911365	0.183399	0.181294
RP-1903_HK-126	0.99499	1	0	0	0.00190638	0.996351	0.993629	0.00173919	0.00207402	0.948218	0.949416	0.952992	0.0276027	0.00839933	0.980595	0.0110056	0.959418	0.0256598	0.0060484	0.985078	0.00887356	0	0.00180786	0	0.00630056	0.99403	0.449527	21829710	1825645	0	126353856	759774	14617230050	14577288994	144725050	144329594	25422130	30233585	801148	126508699	275466891	0	274433204	2427865	283445568	3181211	7978677	12740012	14621440	0	289054644	289054644	55655715	289054623	0	0	289054644	522570	29194519044	144150389	312339782	290510072	0	101	22857	0	11753	0.483218	0.472826	0.318902	0.42617	0.189003	0.764706	0	0	0.90397	0.184934	0.182237
RP-1903_HK-127	0.994789	1	0	0	0.0018589	0.996181	0.993398	0.00176041	0.00195767	0.951476	0.949949	0.95646	0.025086	0.00795079	0.981546	0.0105033	0.962742	0.0232699	0.00573875	0.986012	0.00824904	0	0.0035507	0	0.00628343	0.994005	0.451763	16451681	1224722	0	97399781	587236	11255266987	11223827303	111438287	111127003	19813881	21972580	615875	97372886	212874779	0	211425716	1769569	218458043	2337678	5583264	9945203	11139574	0	222565290	222565290	41786461	222565281	0	0	222565290	790262	22479094290	111004122	240182789	223731108	0	101	21871	0	11078	0.481206	0.466667	0.31873	0.42911	0.1873	0.769231	0	0	0.931128	0.191991	0.189555
RP-1903_HK-131	0.994788	1	0	0	0.0018088	0.99599	0.993586	0.00173187	0.00188591	0.945597	0.948639	0.950552	0.0281738	0.0100206	0.978725	0.0112541	0.958617	0.0258685	0.00639313	0.984485	0.00912157	0	0.00338751	0	0.00733016	0.992868	0.444703	18981972	1219386	0	93837429	674244	10875660103	10849409193	107679803	107419893	18835245	20461016	692923	93861873	204463348	0	204052061	2155434	210523519	2420743	6060171	9901960	11047635	0	215099696	215099696	39296261	215099679	0	0	215099696	728653	21725069296	107291776	235208631	216226659	0	101	21958	0	10978	0.486074	0.472868	0.316346	0.418333	0.197425	0.764706	0	0	0.920556	0.193376	0.190942
RP-1903_HK-133	0.991306	1	0	0	0.00196878	0.993906	0.988707	0.00180772	0.00213069	0.946385	0.938621	0.954685	0.0228269	0.0115575	0.977512	0.0109309	0.96881	0.0174599	0.0051661	0.98627	0.00856378	0	0.0027255	0	0.00821592	0.991599	0.455447	9654431	636104	0	34499724	291519	4050729937	4029540238	40106237	39896438	7322603	8585689	285795	34407000	76377329	0	75092168	924630	78203546	874499	1826217	4354087	4910507	0	80002675	80002675	15908292	80002673	0	0	80002675	218047	8080270175	39794569	90358741	80704310	0	101	19381	0	7989	0.508295	0.509677	0.308875	0.404506	0.230769	0.777778	0	0	0.962343	0.203697	0.197718
RP-1903_HK-134	0.993724	1	0	0	0.00193649	0.995274	0.992174	0.00188272	0.00199042	0.902172	0.944866	0.90787	0.0646849	0.0101033	0.972555	0.017342	0.913401	0.0634993	0.00777739	0.9769	0.0153226	0	0.00662089	0	0.00802856	0.991949	0.401068	19464619	2006148	0	106129100	862198	12228532378	12190448106	121074578	120697506	23022931	24264160	858960	106231545	219497570	0	228442304	2442697	235136582	4192805	15639012	11541512	13329780	0	241772084	241772084	47287091	241772072	0	0	241772084	1600747	24418980484	120545577	262763597	243298978	0	101	22308	0	10692	0.525949	0.53481	0.31058	0.411703	0.25	0.804124	0	0	0.903459	0.211412	0.207406
RP-1903_HK-139	0.994482	1	0	0	0.00183344	0.99579	0.993174	0.0017642	0.00190286	0.953797	0.94834	0.959089	0.0224385	0.00859029	0.981527	0.00988247	0.966025	0.0203514	0.00573025	0.986376	0.00789362	0	0.00322921	0	0.00600894	0.994197	0.469411	11780924	1012214	0	64259084	374825	7390800846	7371382788	73176246	72983988	13038845	14026733	388463	64219642	140180637	0	138609604	1255559	143460251	1444424	3279614	6637834	7550630	0	146160234	146160234	27065578	146160223	0	0	146160234	471982	14762183634	72895920	158752103	146971179	0	101	20838	0	9868	0.468351	0.45	0.313765	0.406232	0.184211	0.739583	0	0	0.911761	0.188888	0.183611
RP-1903_HK006_0016	0.994453	1	0	0	0.00184952	0.995301	0.993605	0.00172665	0.0019726	0.931462	0.939512	0.936658	0.0349039	0.0150757	0.971562	0.0133627	0.952716	0.0299447	0.00635729	0.98266	0.0109824	0	0.00519038	0	0.00987425	0.990439	0.440658	12274031	502679	0	37629347	363721	4395925818	4388432224	43524018	43449824	7590227	8656609	375267	37680218	81464721	0	81713004	1311190	84500446	1162206	3035725	4785803	5260838	0	86973842	86973842	16246836	86973833	0	0	86973842	451427	8784358042	43371182	99733020	87458989	0	101	20065	0	8203	0.456045	0.431034	0.302941	0.387364	0.1875	0.714286	0	0	0.908152	0.207088	0.194914
RP-1903_HK010_0026	0.994769	1	0	0	0.00544418	0.995564	0.993974	0.00807617	0.00280798	0.934361	0.941456	0.939274	0.0353836	0.0120399	0.974657	0.0133027	0.950588	0.032088	0.00655884	0.982676	0.0107656	0	0.00445244	0	0.00870476	0.991616	0.439763	20130507	1520137	0	81587719	690426	9461023702	9445915112	93673502	93523912	76408877	26523987	716438	81658606	175829634	0	176238168	2253845	182453347	2490222	6623713	9413993	10959246	0	187197414	187197414	102932864	187197395	0	0	187197414	833486	18906938814	93325594	208312277	188181770	0	101	22079	0	10903	0.480363	0.468085	0.312496	0.411583	0.196429	0.75	0	0	0.874052	0.173735	0.169024
RP-1903_HK011_0029	0.991988	1	0	0	0.00172568	0.993411	0.990566	0.00172267	0.00172871	0.937417	0.908559	0.944987	0.0208137	0.0238274	0.965801	0.0103715	0.97434	0.0125317	0.00636338	0.986872	0.00676498	0	0.00232034	0	0.0130313	0.988321	0.490234	26379345	1402585	0	43379643	511230	5130371659	5115677270	50795759	50650270	8837929	8843505	572759	43261988	95865216	0	92169712	2417197	97976681	1052151	2111465	8194240	9276317	0	101446029	101446029	17681434	101445887	0	0	101446029	235389	10246048929	50525536	128644677	102265332	0	101	19965	0	8616	0.462268	0.440426	0.305777	0.387058	0.18797	0.719512	0	0	0.870424	0.191577	0.179281
RP-1903_HK024_0065	0.991909	1	0	0	0.00161256	0.993119	0.9907	0.00165086	0.00157418	0.932305	0.907901	0.939909	0.0230535	0.0266797	0.962963	0.0103578	0.972839	0.0138737	0.00666159	0.986712	0.00662616	0	0.00308309	0	0.0143408	0.986495	0.482496	33199287	1167743	0	49053648	670856	5790730768	5776627633	57333968	57194333	9559666	9093424	713706	49004402	107646190	0	103980325	3055575	110286463	1186263	2640273	9809380	10547976	0	114528301	114528301	18653090	114528224	0	0	114528301	353101	11567358401	57081235	148661747	115462460	0	101	20177	0	8892	0.483701	0.47541	0.305387	0.396281	0.209302	0.744681	0	0	0.892003	0.196809	0.185818
RP-1903_HK028_0073	0.992492	1	0	0	0.0017397	0.993943	0.991041	0.00171022	0.00176927	0.946465	0.924862	0.953625	0.0190849	0.0180238	0.97271	0.00926635	0.974912	0.0126364	0.00596911	0.987548	0.00648263	0	0.00296128	0	0.0118085	0.988867	0.457436	19560173	1398822	0	44976354	506527	5290138509	5274693791	52377609	52224691	9047326	9332357	537449	44992962	99751356	0	96742703	1885333	101747685	969282	1996329	6719310	7859597	0	104602300	104602300	18379683	104602265	0	0	104602300	309757	10564832300	52108157	124953770	105393597	0	101	19341	0	8523	0.461245	0.4375	0.308647	0.395447	0.182131	0.71875	0	0	0.897864	0.189955	0.180371
RP-1903_HK044_0109	0.992298	1	0	0	0.00166032	0.993505	0.991091	0.00171518	0.00160533	0.946486	0.932252	0.953832	0.023436	0.0128452	0.977268	0.00988639	0.965476	0.0202479	0.00675262	0.985724	0.00752374	0	0.00322259	0	0.00911892	0.991283	0.474356	11277980	1556818	0	41213255	361712	4780761775	4769148694	47334275	47219294	8199850	7656044	379279	41131911	90188255	0	88147755	1214563	92404213	934793	2215958	5130102	6405814	0	94553569	94553569	15855894	94553554	0	0	94553569	304707	9549910469	47105897	106565443	95287463	0	101	19887	0	8232	0.462718	0.440367	0.306588	0.391253	0.186047	0.722222	0	0	0.878866	0.192648	0.181444
RP-1903_HK085-001	0.993649	1	0	0	0.00575869	0.994739	0.992559	0.00859528	0.00291588	0.937263	0.938924	0.943253	0.0319532	0.0110605	0.975207	0.0137328	0.952499	0.0294161	0.00692098	0.981915	0.0111638	0	0.0069552	0	0.00836866	0.991867	0.437086	16949016	2033732	0	77531645	635720	9041247704	9021435241	89517304	89321141	77712044	26305412	654312	77528938	168689986	0	167915623	1978041	174404447	2455957	5714461	8973708	10922822	0	178838445	178838445	104017456	178838442	0	0	178838445	1243858	18062682945	89090061	196930574	179981558	0	101	21857	0	10550	0.478164	0.466583	0.309941	0.408684	0.194444	0.746429	0	0	0.881143	0.182288	0.177393
RP-1903_HK101-001	0.991063	1	0	0	0.00227943	0.992998	0.989127	0.00200089	0.00255907	0.944654	0.919877	0.953173	0.0193717	0.0159235	0.972545	0.0115316	0.971243	0.0142511	0.00657258	0.985494	0.00793365	0	0.00271245	0	0.00904089	0.99145	0.483918	36112077	2937090	0	93825821	804368	10954432629	10911734576	108459729	108036976	21918568	27923855	856008	93272820	206358849	0	199150348	3447386	210552761	2496558	4193912	14874594	17346357	0	216496705	216496705	49842423	216496644	0	0	216496705	587237	21866167205	107775389	254561137	218449060	0	101	22077	0	11224	0.472191	0.454545	0.309812	0.402747	0.191489	0.738462	0	0	0.856397	0.17129	0.162816
RP-1903_HK106-001	0.991423	1	0	0	0.00174046	0.992924	0.989922	0.00169948	0.00178156	0.938115	0.9106	0.946231	0.0212126	0.0217629	0.967443	0.0107938	0.973458	0.0136008	0.0056339	0.987059	0.00730687	0	0.00229711	0	0.0124425	0.988801	0.497599	24207306	1405025	0	42670001	482762	4994925104	4979825402	49454704	49305202	8488788	8871841	537611	42623837	93449658	0	89930815	2149299	95544608	1065999	2094950	7788923	8829091	0	98759906	98759906	17360629	98759887	0	0	98759906	226862	9974750506	49185459	123821615	99614309	0	101	19480	0	8234	0.454052	0.425926	0.306442	0.38781	0.179487	0.712766	0	0	0.880002	0.192237	0.179208
RP-1903_OUN_HK018_0047	0.990488	1	0	0	0.00232127	0.992198	0.988779	0.0022943	0.00234834	0.912759	0.909707	0.921524	0.0351542	0.0270856	0.956678	0.0162363	0.945293	0.0294805	0.0122671	0.974773	0.0129595	0	0.00694031	0	0.016882	0.984614	0.448815	43157694	2825207	0	83196512	1299129	10098859609	10064059049	99988709	99644149	23169821	23633858	1428638	83138636	183966447	0	181607463	5407173	190984378	3241307	7017931	16000030	18025395	0	199632858	199632858	46803679	199450853	0	0	199632858	1385514	20162918658	99374623	244707595	201549901	0	101	24911	0	12008	0.485526	0.477714	0.297727	0.377217	0.227488	0.735849	0	0	0.890332	0.232035	0.223339
RP-1903_OUN_HK047_0116	0.989708	1	0	0	0.00254746	0.991712	0.987704	0.00225913	0.00283696	0.938679	0.925004	0.94844	0.0190009	0.0134212	0.967441	0.0191377	0.962124	0.0157957	0.00717104	0.97792	0.0149089	0	0.0186225	0	0.0141832	0.98694	0.447553	23767692	2294612	0	74863531	991922	8989862338	8953530921	89008538	88648821	20309283	25400784	1077081	74958587	168497389	0	164333806	2384374	171873030	3399955	3375641	11785601	13323553	0	177657359	177657359	45710067	177645010	0	0	177657359	3308425	17943393259	88434255	203272529	179504837	0	101	21436	0	8817	0.463916	0.440367	0.301035	0.374901	0.2	0.714286	0	0	1.0085	0.281016	0.274712
RP-1903_OUN_HK079_001	0.991657	1	0	0	0.00216145	0.992665	0.990648	0.00216617	0.00215671	0.94266	0.927617	0.950591	0.0152071	0.0156903	0.965798	0.0185118	0.968595	0.0110631	0.00624485	0.979658	0.0140968	0	0.0205515	0	0.0129426	0.98824	0.436569	27533429	1212016	0	72642880	866721	8577341675	8559916751	84924175	84751651	18580023	18461243	952517	72832852	161292284	0	157394130	2662266	163872562	3140998	2580278	11730977	12281696	0	169675826	169675826	37041266	169609954	0	0	169675826	3487099	17137258426	84607515	198636825	171103396	0	101	20397	0	8356	0.4653	0.44	0.296182	0.360163	0.210914	0.704545	0	0	1.05163	0.299375	0.295539
RP-1903_OUN_HK080_001	0.989914	1	0	0	0.00232587	0.991768	0.98806	0.00226268	0.00238929	0.931535	0.914193	0.941027	0.0216376	0.0166853	0.962664	0.0206505	0.959349	0.0170845	0.00752615	0.976434	0.0160401	0	0.0206292	0	0.0143713	0.986314	0.4502	29078508	3105279	0	76148195	1056946	9074731123	9040797446	89848823	89512846	20533243	21601075	1110303	76169659	168784098	0	163971147	2992710	172665057	3703902	3880959	13064986	15390522	0	179361669	179361669	42134318	179264801	0	0	179361669	3700086	18115528569	89187131	210267648	181189140	0	101	22058	0	9326	0.449249	0.415094	0.299896	0.368319	0.189189	0.690236	0	0	0.973384	0.262412	0.25701
RP-1903_OUN_HK081_001	0.989841	1	0	0	0.00221218	0.991431	0.988251	0.00216108	0.00226344	0.937505	0.924868	0.947127	0.0184756	0.015952	0.965603	0.018445	0.965056	0.0137877	0.00724682	0.978844	0.0139091	0	0.016807	0	0.0138358	0.986997	0.456261	33902848	2158246	0	88286958	1162362	10594269760	10560286896	104893760	104557296	22895069	23902540	1238662	88228211	198376844	0	193714635	3341166	202246572	3863318	3869728	14644356	15736421	0	209451056	209451056	46797609	209347001	0	0	209451056	3520234	21154556656	104330443	245503595	211600747	0	101	21836	0	9366	0.448375	0.416667	0.295704	0.354286	0.19403	0.68	0	0	1.00959	0.277685	0.272766
RP-1903_OUN_HK112_001	0.991093	1	0	0	0.0023157	0.99244	0.989746	0.00229757	0.00233388	0.918684	0.921482	0.92694	0.0341326	0.0212528	0.961073	0.0176747	0.943159	0.0300975	0.0127686	0.973257	0.0139745	0	0.0124727	0	0.0160458	0.985194	0.456526	32662791	2556103	0	81394979	1230189	10089161387	10061773217	99892687	99621517	23180558	23482921	1327350	81856436	184937686	0	183848697	4240236	191747621	3526347	6809935	13850749	15665507	0	199514204	199514204	46663479	199465188	0	0	199514204	2488481	20150934604	99364700	233969973	201307182	0	101	23966	0	10403	0.492524	0.48731	0.299889	0.385866	0.227273	0.749004	0	0	0.961274	0.26202	0.259718
RP-1903_OUN_HK116_001	0.98364	1	0	0	0.00240323	0.987724	0.979556	0.00239922	0.00240728	0.934761	0.922356	0.950308	0.01793	0.0141209	0.968238	0.0176414	0.96074	0.0156519	0.00908409	0.976392	0.014524	0	0.012317	0	0.0132949	0.987451	0.433044	18947514	2967360	0	80700196	1022239	9660291551	9580410550	95646451	94855550	23177192	23062683	1087356	80435943	181035523	0	175710610	2690054	184451232	3360715	3415709	13399136	14791391	0	190502001	190502001	46239875	190472640	0	0	190502001	2346404	19240702101	94554130	212617989	193670475	0	101	23448	0	10793	0.487353	0.478632	0.296108	0.368634	0.231132	0.729167	0	0	0.968883	0.266448	0.25795
RP-1903_OUN_HK124_001	0.991208	1	0	0	0.00167572	0.992543	0.989873	0.00161047	0.00174114	0.932036	0.923789	0.940303	0.0305964	0.013112	0.970899	0.0159886	0.948595	0.0288044	0.00916249	0.977399	0.0134381	0	0.0118308	0	0.0122701	0.988583	0.457098	10181271	2056279	0	43228239	498996	5225291459	5211233370	51735559	51596370	8415164	9073497	537002	43208984	97163325	0	95456890	1354887	100324913	1652129	3161588	6221310	7875039	0	103331929	103331929	17488661	103327049	0	0	103331929	1222498	10436524829	51428774	114429738	104248467	0	101	20640	0	6629	0.468921	0.444444	0.309611	0.397298	0.193584	0.736842	0	0	0.928749	0.242177	0.233265
RP-1903_OUN_HK137_001	0.98739	1	0	0	0.00232994	0.989278	0.985502	0.00232779	0.0023321	0.929968	0.93549	0.941844	0.0259343	0.0169187	0.967779	0.0153026	0.952932	0.0231755	0.0116175	0.976108	0.0122745	0	0.00799971	0	0.0141303	0.986929	0.430336	18732881	2304042	0	71931236	955320	8721230820	8687939604	86348820	86019204	20301219	20261115	1030977	72132630	162343857	0	161248502	2916244	166814095	2637685	4470238	10037334	11119522	0	172368024	172368024	40562334	172358660	0	0	172368024	1378895	17409170424	85828019	193302170	174569289	0	101	24505	0	11497	0.485797	0.47561	0.29579	0.371417	0.233333	0.733333	0	0	0.924897	0.251295	0.242119
RP-2034_RGP_552_3	0.967394	1	0	0	0.00276546	0.969974	0.964815	0.00254808	0.002984	0.899782	0.913667	0.930109	0.0234858	0.0258481	0.953595	0.020557	0.957759	0.0168729	0.00812443	0.974631	0.0172442	0	0.0253069	0	0.01834	0.982583	0.359083	24577333	603572	0	45019094	798303	5369707218	5341147953	53165418	52882653	13682468	15937960	841076	45036003	98636282	0	96892613	2741138	101126908	2180025	2490626	11328048	9155458	0	106048071	106048071	29620428	106028337	0	0	106048071	2683747	10710855171	52732866	134199715	109622382	0	101	20394	0	7248	0.589703	0.625899	0.292244	0.348725	0.365385	0.846154	0	0	1.15087	0.361221	0.346867
RP-2034_RGP_554_3	0.989751	1	0	0	0.00299265	0.993087	0.986415	0.00245433	0.00353461	0.819356	0.866301	0.827841	0.101857	0.0319821	0.929698	0.0383203	0.847995	0.103971	0.0209444	0.951966	0.0270895	0	0.00385463	0	0.016281	0.984082	0.35444	47471587	1588801	0	66174964	1064458	7829125999	7776526108	77516099	76995308	19215265	27486958	1095226	65808580	127910880	0	133853361	4941598	143648881	5920928	15738001	19320306	20658046	0	154511407	154511407	46702223	137656340	0	0	154511407	595585	15605652107	76837371	203582993	156111406	0	101	22719	0	9278	0.486246	0.475096	0.299724	0.388065	0.221557	0.746163	0	0	0.897256	0.237768	0.235726
