7.639007698887938513e-01 	 gnb
8.755346449957228661e-01 	 gnb
9.208725406330197094e-01 	 gnb
9.260051325919589349e-01 	 gnb
9.392643284858853692e-01 	 gnb
9.529512403763901185e-01 	 gnb
9.602224123182206972e-01 	 gnb
9.700598802395209441e-01 	 gnb
9.726261762189906124e-01 	 gnb
9.730538922155688164e-01 	 gnb
9.734816082121471315e-01 	 gnb
9.739093242087254465e-01 	 gnb
9.743370402053036505e-01 	 gnb
9.751924721984601696e-01 	 gnb
9.751924721984601696e-01 	 gnb
9.764756201881950037e-01 	 gnb
9.790419161676646720e-01 	 gnb
9.798973481608211911e-01 	 gnb
9.798973481608211911e-01 	 gnb
9.794696321642429870e-01 	 gnb
9.798973481608211911e-01 	 gnb
9.803250641573995061e-01 	 gnb
9.803250641573995061e-01 	 gnb
9.811804961505560252e-01 	 gnb
9.811804961505560252e-01 	 gnb
9.820359281437125443e-01 	 gnb
9.820359281437125443e-01 	 gnb
9.824636441402908593e-01 	 gnb
9.811804961505560252e-01 	 gnb
9.811804961505560252e-01 	 gnb
9.811804961505560252e-01 	 gnb
9.807527801539777101e-01 	 gnb
9.816082121471343402e-01 	 gnb
9.816082121471343402e-01 	 gnb
9.820359281437125443e-01 	 gnb
9.828913601368691744e-01 	 gnb
9.833190761334473784e-01 	 gnb
9.828913601368691744e-01 	 gnb
9.824636441402908593e-01 	 gnb
9.824636441402908593e-01 	 gnb
9.833190761334473784e-01 	 gnb
9.828913601368691744e-01 	 gnb
9.841745081266038975e-01 	 gnb
9.841745081266038975e-01 	 gnb
9.841745081266038975e-01 	 gnb
9.846022241231822125e-01 	 gnb
9.846022241231822125e-01 	 gnb
9.846022241231822125e-01 	 gnb
9.841745081266038975e-01 	 gnb
9.846022241231822125e-01 	 gnb
9.854576561163387316e-01 	 gnb
9.858853721129170466e-01 	 gnb
9.863130881094952507e-01 	 gnb
9.863130881094952507e-01 	 gnb
9.863130881094952507e-01 	 gnb
9.863130881094952507e-01 	 gnb
9.858853721129170466e-01 	 gnb
9.871685201026518808e-01 	 gnb
9.863130881094952507e-01 	 gnb
9.863130881094952507e-01 	 gnb
9.867408041060735657e-01 	 gnb
9.871685201026518808e-01 	 gnb
9.875962360992300848e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.875962360992300848e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.893071000855432340e-01 	 gnb
9.888793840889649189e-01 	 gnb
9.888793840889649189e-01 	 gnb
9.888793840889649189e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.880239520958083999e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.884516680923866039e-01 	 gnb
9.024807527801539386e-01 	 knn
9.503849443969204502e-01 	 knn
9.597946963216423821e-01 	 knn
9.687767322497861100e-01 	 knn
9.717707442258340933e-01 	 knn
9.747647562018819656e-01 	 knn
9.756201881950384847e-01 	 knn
9.807527801539777101e-01 	 knn
9.833190761334473784e-01 	 knn
9.833190761334473784e-01 	 knn
9.841745081266038975e-01 	 knn
9.824636441402908593e-01 	 knn
9.837467921300256934e-01 	 knn
9.846022241231822125e-01 	 knn
9.846022241231822125e-01 	 knn
9.837467921300256934e-01 	 knn
9.854576561163387316e-01 	 knn
9.871685201026518808e-01 	 knn
9.871685201026518808e-01 	 knn
9.875962360992300848e-01 	 knn
9.867408041060735657e-01 	 knn
9.863130881094952507e-01 	 knn
9.863130881094952507e-01 	 knn
9.871685201026518808e-01 	 knn
9.867408041060735657e-01 	 knn
9.863130881094952507e-01 	 knn
9.863130881094952507e-01 	 knn
9.863130881094952507e-01 	 knn
9.863130881094952507e-01 	 knn
9.867408041060735657e-01 	 knn
9.867408041060735657e-01 	 knn
9.867408041060735657e-01 	 knn
9.867408041060735657e-01 	 knn
9.867408041060735657e-01 	 knn
9.867408041060735657e-01 	 knn
9.871685201026518808e-01 	 knn
9.871685201026518808e-01 	 knn
9.871685201026518808e-01 	 knn
9.871685201026518808e-01 	 knn
9.875962360992300848e-01 	 knn
9.867408041060735657e-01 	 knn
9.871685201026518808e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.871685201026518808e-01 	 knn
9.871685201026518808e-01 	 knn
9.867408041060735657e-01 	 knn
9.871685201026518808e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.880239520958083999e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
9.875962360992300848e-01 	 knn
