Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
431-2_A_2	431-2_A_2.bam	Conventional base calls	Sanger / Illumina 1.9	79683636.0	0.0	101.0	48.0	66.64807508181775	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
432-3_A_2	432-3_A_2.bam	Conventional base calls	Sanger / Illumina 1.9	82294283.0	0.0	101.0	49.0	65.14066678938538	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
437-2_A_2	437-2_A_2.bam	Conventional base calls	Sanger / Illumina 1.9	89994041.0	0.0	101.0	48.0	62.70760148075736	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
437-3_A_2	437-3_A_2.bam	Conventional base calls	Sanger / Illumina 1.9	88503194.0	0.0	101.0	48.0	63.05655450968928	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
447-3_A_3	447-3_A_3.bam	Conventional base calls	Sanger / Illumina 1.9	113037041.0	0.0	101.0	49.0	60.43217347689257	101.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass	pass
46N_RL_M1	46N_RL_M1.bam	Conventional base calls	Sanger / Illumina 1.9	159870003.0	0.0	76.0	50.0	29.531065574609705	76.0	pass	fail	pass	pass	fail	pass	warn	pass	fail	pass	pass
49O_NM_M1	49O_NM_M1.bam	Conventional base calls	Sanger / Illumina 1.9	651963205.0	0.0	76.0	50.0	38.53915687065701	76.0	pass	fail	pass	pass	fail	pass	fail	pass	fail	pass	pass
65T_CR_M1	65T_CR_M1.bam	Conventional base calls	Sanger / Illumina 1.9	138946108.0	0.0	76.0	50.0	22.425432583385003	76.0	pass	fail	pass	pass	fail	pass	warn	pass	fail	pass	pass
81AB_MM_M1	81AB_MM_M1.bam	Conventional base calls	Sanger / Illumina 1.9	134241919.0	0.0	76.0	50.0	50.50948735827081	76.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass	pass
92AI_SM_R1	92AI_SM_R1.bam	Conventional base calls	Sanger / Illumina 1.9	109257491.0	0.0	101.0	50.0	35.70761564264793	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
9C_DH_M1	9C_DH_M1.bam	Conventional base calls	Sanger / Illumina 1.9	150082004.0	0.0	76.0	49.0	20.987432074791336	76.0	pass	fail	pass	pass	fail	pass	warn	pass	fail	pass	pass
B09-24-1RNA_UNKNOWN	B09-24.1RNA_UNKNOWN.bam	Conventional base calls	Sanger / Illumina 1.9	328281772.0	0.0	76.0	49.0	48.4960748010525	76.0	pass	fail	warn	pass	fail	pass	pass	pass	fail	pass	pass
B09-25-1RNA	B09-25.1RNA.bam	Conventional base calls	Sanger / Illumina 1.9	63142120.0	0.0	76.0	49.0	32.90879688678864	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B09-40-1M	B09-40.1M.bam	Conventional base calls	Sanger / Illumina 1.9	119457132.0	0.0	76.0	50.0	41.97791669724777	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B10-02-1RNA	B10-02.1RNA.bam	Conventional base calls	Sanger / Illumina 1.9	186658295.0	0.0	76.0	49.0	45.3323865864338	76.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	pass
B11-11-1M	B11-11.1M.bam	Conventional base calls	Sanger / Illumina 1.9	96299482.0	0.0	76.0	49.0	40.45586676115375	76.0	pass	fail	pass	pass	fail	pass	pass	pass	fail	pass	pass
B11-25-1M	B11-25.1M.bam	Conventional base calls	Sanger / Illumina 1.9	184313003.0	0.0	76.0	48.0	40.22894067576438	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B11-48-1M	B11-48.1M.bam	Conventional base calls	Sanger / Illumina 1.9	121394595.0	0.0	76.0	50.0	39.19861136776291	76.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	pass
B12-21-1M	B12-21.1M.bam	Conventional base calls	Sanger / Illumina 1.9	135530722.0	0.0	76.0	50.0	38.159305601487944	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B12-30RNA	B12-30RNA.bam	Conventional base calls	Sanger / Illumina 1.9	315671801.0	0.0	76.0	50.0	18.56695419074687	76.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
B13-07-1M	B13-07.1M.bam	Conventional base calls	Sanger / Illumina 1.9	251044974.0	0.0	76.0	50.0	42.37152849126418	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B13-07-1RNA	B13-07.1RNA.bam	Conventional base calls	Sanger / Illumina 1.9	57741994.0	0.0	76.0	49.0	39.4481170822441	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B13-15RNA	B13-15RNA.bam	Conventional base calls	Sanger / Illumina 1.9	85486988.0	0.0	76.0	49.0	44.27182845304811	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B13-52-1M	B13-52.1M.bam	Conventional base calls	Sanger / Illumina 1.9	111794701.0	0.0	76.0	50.0	40.59160425313523	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B14-07RNA	B14-07RNA.bam	Conventional base calls	Sanger / Illumina 1.9	77320805.0	0.0	76.0	50.0	34.719201877398426	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B14-117-1RNA-2	B14-117.1RNA.2.bam	Conventional base calls	Sanger / Illumina 1.9	69570401.0	0.0	76.0	49.0	39.44586820313814	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B14-130-1M	B14-130.1M.bam	Conventional base calls	Sanger / Illumina 1.9	128671236.0	0.0	76.0	49.0	41.424772213700855	76.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	pass
B14-48-1RNA	B14-48.1RNA.bam	Conventional base calls	Sanger / Illumina 1.9	56183688.0	0.0	76.0	49.0	51.38928147583537	76.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass	pass
B14-70-1RNA	B14-70.1RNA.bam	Conventional base calls	Sanger / Illumina 1.9	64314098.0	0.0	76.0	50.0	45.97178898154123	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B14-78-1-U	B14-78.1-U.bam	Conventional base calls	Sanger / Illumina 1.9	151740376.0	0.0	76.0	48.0	42.50596020779351	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B15-15_1_1	B15-15_1_1.bam	Conventional base calls	Sanger / Illumina 1.9	315687983.0	0.0	101.0	49.0	29.566102197465877	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
B15-25_1_2	B15-25_1_2.bam	Conventional base calls	Sanger / Illumina 1.9	27076085.0	0.0	101.0	46.0	10.218880053343739	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
B15-28_1_1	B15-28_1_1.bam	Conventional base calls	Sanger / Illumina 1.9	330742819.0	0.0	101.0	51.0	32.50245492923781	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B16-47_1_2	B16-47_1_2.bam	Conventional base calls	Sanger / Illumina 1.9	61947966.0	0.0	101.0	46.0	9.863595865845772	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B16-48_1_1	B16-48_1_1.bam	Conventional base calls	Sanger / Illumina 1.9	254273105.0	0.0	101.0	50.0	29.558289832962725	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
BB0280_CH_AffF_2	BB0280_CH_AffF_2.bam	Conventional base calls	Sanger / Illumina 1.9	70513424.0	0.0	101.0	49.0	57.96441583184645	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
BEG_1025-1_T999_R1	BEG_1025-1_T999_R1.bam	Conventional base calls	Sanger / Illumina 1.9	139412746.0	0.0	101.0	50.0	22.533136009460943	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
BEG_1078-1_T1071_R1	BEG_1078-1_T1071_R1.bam	Conventional base calls	Sanger / Illumina 1.9	185345183.0	0.0	101.0	50.0	16.767602092446754	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
BEG_1230-1_T1227_R1	BEG_1230-1_T1227_R1.bam	Conventional base calls	Sanger / Illumina 1.9	84799930.0	0.0	101.0	49.0	39.726653310030805	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
BEG_14-4_T65_R1	BEG_14-4_T65_R1.bam	Conventional base calls	Sanger / Illumina 1.9	125772756.0	0.0	101.0	50.0	38.50075166205718	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
BEG_1438-1_T1339_R1	BEG_1438-1_T1339_R1.bam	Conventional base calls	Sanger / Illumina 1.9	141239050.0	0.0	101.0	50.0	37.36985895260317	101.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
BEG_851-1_T840_R1	BEG_851-1_T840_R1.bam	Conventional base calls	Sanger / Illumina 1.9	161329555.0	0.0	101.0	48.0	31.6863607656746	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
BEG_887-1_T1240_R1	BEG_887-1_T1240_R1.bam	Conventional base calls	Sanger / Illumina 1.9	154148678.0	0.0	101.0	50.0	34.06583184299418	101.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
BEG_916-1_T916_R1	BEG_916-1_T916_R1.bam	Conventional base calls	Sanger / Illumina 1.9	132514608.0	0.0	101.0	50.0	34.25770790125844	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
BON_B09-27-1_1	BON_B09-27.1_1.bam	Conventional base calls	Sanger / Illumina 1.9	64554548.0	0.0	101.0	50.0	43.50787435672861	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
BON_B12-33-2_1	BON_B12-33.2_1.bam	Conventional base calls	Sanger / Illumina 1.9	65127041.0	0.0	101.0	49.0	43.25908034541892	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
BON_B12-71_2_R1	BON_B12-71_2_R1.bam	Conventional base calls	Sanger / Illumina 1.9	221492581.0	0.0	101.0	50.0	51.308352375262764	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
BON_B12-74-1_1	BON_B12-74.1_1.bam	Conventional base calls	Sanger / Illumina 1.9	65718520.0	0.0	101.0	49.0	42.78939245140671	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
BON_B12-76-1_2	BON_B12-76.1_2.bam	Conventional base calls	Sanger / Illumina 1.9	87749494.0	0.0	101.0	48.0	33.584468254972656	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
BON_B13-55_1_2	BON_B13-55_1_2.bam	Conventional base calls	Sanger / Illumina 1.9	215430777.0	0.0	101.0	49.0	29.25029479968323	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
BON_B14-163-1_2	BON_B14-163.1_2.bam	Conventional base calls	Sanger / Illumina 1.9	68282941.0	0.0	101.0	48.0	43.832542957673844	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
BON_B14-20_1	BON_B14-20_1.bam	Conventional base calls	Sanger / Illumina 1.9	53647333.0	0.0	101.0	48.0	41.849167427000715	101.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
BON_B14-51_1_2	BON_B14-51_1_2.bam	Conventional base calls	Sanger / Illumina 1.9	110223752.0	0.0	101.0	49.0	60.020201115168746	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
BON_B14-60-1_2	BON_B14-60.1_2.bam	Conventional base calls	Sanger / Illumina 1.9	99858168.0	0.0	101.0	48.0	35.39875717090046	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
BON_B14-71-2_1	BON_B14-71.2_1.bam	Conventional base calls	Sanger / Illumina 1.9	62562302.0	0.0	101.0	48.0	44.531564293193945	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
BON_B14-75-1_1	BON_B14-75.1_1.bam	Conventional base calls	Sanger / Illumina 1.9	61029258.0	0.0	101.0	48.0	58.32456307762025	101.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	pass
BON_B15-118_1	BON_B15-118_1.bam	Conventional base calls	Sanger / Illumina 1.9	89973392.0	0.0	101.0	48.0	33.15461016844651	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
BON_B15-125_1_2	BON_B15-125_1_2.bam	Conventional base calls	Sanger / Illumina 1.9	157735244.0	0.0	101.0	50.0	48.27334533478672	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
BON_B15-26_1_1	BON_B15-26_1_1.bam	Conventional base calls	Sanger / Illumina 1.9	107654054.0	0.0	101.0	49.0	56.517220618036966	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
BON_B15-76-2_2	BON_B15-76.2_2.bam	Conventional base calls	Sanger / Illumina 1.9	94017497.0	0.0	101.0	48.0	49.76242163435216	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
BON_B15-98_1_2	BON_B15-98_1_2.bam	Conventional base calls	Sanger / Illumina 1.9	124012065.0	0.0	101.0	50.0	50.24065856740309	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
BON_B16-19_1	BON_B16-19_1.bam	Conventional base calls	Sanger / Illumina 1.9	63902679.0	0.0	101.0	50.0	41.86593735187709	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
BON_B16-22_1	BON_B16-22_1.bam	Conventional base calls	Sanger / Illumina 1.9	57827902.0	0.0	101.0	49.0	54.11392069143373	101.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	pass
BON_B16-50_1_2	BON_B16-50_1_2.bam	Conventional base calls	Sanger / Illumina 1.9	108114311.0	0.0	101.0	50.0	60.26351126249584	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
BON_B16-53-1_1	BON_B16-53-1_1.bam	Conventional base calls	Sanger / Illumina 1.9	223430128.0	0.0	101.0	47.0	20.02708957279415	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
BON_B16-57_1_2	BON_B16-57_1_2.bam	Conventional base calls	Sanger / Illumina 1.9	86024992.0	0.0	101.0	49.0	61.783857684781054	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
BON_B16-75-1_2	BON_B16-75.1_2.bam	Conventional base calls	Sanger / Illumina 1.9	91340569.0	0.0	101.0	49.0	31.9258358079099	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
BON_B16_30_1_1	BON_B16_30_1_1.bam	Conventional base calls	Sanger / Illumina 1.9	181158917.0	0.0	101.0	52.0	34.53042869520518	101.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
BON_B16_80_1_1	BON_B16_80_1_1.bam	Conventional base calls	Sanger / Illumina 1.9	133145601.0	0.0	101.0	49.0	20.67780512548904	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
BON_B17-23_1_R1	BON_B17-23_1_R1.bam	Conventional base calls	Sanger / Illumina 1.9	264194342.0	0.0	101.0	49.0	9.955212827029495	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
BON_B17-28_1_R1	BON_B17-28_1_R1.bam	Conventional base calls	Sanger / Illumina 1.9	291876845.0	0.0	101.0	51.0	49.79794519056032	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
BON_B18-24_1_R1	BON_B18-24_1_R1.bam	Conventional base calls	Sanger / Illumina 1.9	88034181.0	0.0	101.0	48.0	22.21315705949019	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
BON_B18-25_1_R1	BON_B18-25_1_R1.bam	Conventional base calls	Sanger / Illumina 1.9	92723296.0	0.0	101.0	49.0	17.88519580746229	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
BON_B18-54_1_R1	BON_B18-54_1_R1.bam	Conventional base calls	Sanger / Illumina 1.9	98753769.0	0.0	101.0	48.0	23.23141168042088	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
BON_UC219-1_1	BON_UC219.1_1.bam	Conventional base calls	Sanger / Illumina 1.9	58430333.0	0.0	101.0	48.0	46.08053795302348	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
BON_UC473_1	BON_UC473_1.bam	Conventional base calls	Sanger / Illumina 1.9	63667374.0	0.0	101.0	48.0	43.69957064397072	101.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
CLA_143BN_BB_2	CLA_143BN_BB_2.bam	Conventional base calls	Sanger / Illumina 1.9	168060483.0	0.0	76.0	49.0	51.19766077511617	76.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	pass
CLA_179CI_GG_2	CLA_179CI_GG_2.bam	Conventional base calls	Sanger / Illumina 1.9	62437452.0	0.0	76.0	50.0	59.956826623517	76.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
CLA_180CJ_DP_2	CLA_180CJ_DP_2.bam	Conventional base calls	Sanger / Illumina 1.9	220457724.0	0.0	76.0	49.0	49.32037380507649	76.0	pass	fail	pass	pass	fail	warn	pass	pass	fail	pass	pass
CLA_214DF_AB_2	CLA_214DF_AB_2.bam	Conventional base calls	Sanger / Illumina 1.9	82007391.0	0.0	101.0	46.0	47.90503168832362	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
CLA_329FK_RR_2	CLA_329FK_RR_2.bam	Conventional base calls	Sanger / Illumina 1.9	70852247.0	0.0	101.0	48.0	40.31511773154319	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
CLA_338FT_DM_2	CLA_338FT_DM_2.bam	Conventional base calls	Sanger / Illumina 1.9	65886200.0	0.0	101.0	48.0	41.083637094449735	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
CLA_388HV_XX_1	CLA_388HV_XX_1.bam	Conventional base calls	Sanger / Illumina 1.9	17660348.0	0.0	76.0	49.0	67.30526685579588	76.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass	pass
CLA_62R_CaM_2	CLA_62R_CaM_2.bam	Conventional base calls	Sanger / Illumina 1.9	927594.0	0.0	76.0	50.0	75.41763920489326	76.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
CLA_62R_CaM_3	CLA_62R_CaM_3.bam	Conventional base calls	Sanger / Illumina 1.9	75791077.0	0.0	101.0	49.0	28.13274426296159	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
CLA_79Z_CP_2	CLA_79Z_CP_2.bam	Conventional base calls	Sanger / Illumina 1.9	60614406.0	0.0	76.0	50.0	49.38415290119954	76.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HK006_0016_R1	HK006_0016_R1.bam	Conventional base calls	Sanger / Illumina 1.9	91880735.0	0.0	101.0	49.0	53.945146389490816	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
HK010_0026_R1	HK010_0026_R1.bam	Conventional base calls	Sanger / Illumina 1.9	196488631.0	0.0	101.0	48.0	49.6946069758118	101.0	pass	pass	fail	pass	warn	pass	warn	pass	fail	pass	pass
HK011_0029_R1	HK011_0029_R1.bam	Conventional base calls	Sanger / Illumina 1.9	109626580.0	0.0	101.0	50.0	58.46546849214354	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HK018_0047_2	HK018_0047_2.bam	Conventional base calls	Sanger / Illumina 1.9	100656454.0	0.0	101.0	49.0	49.99637171852143	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
HK024_0065_R1	HK024_0065_R1.bam	Conventional base calls	Sanger / Illumina 1.9	124333934.0	0.0	101.0	49.0	56.69242761033221	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HK028_0073_R1	HK028_0073_R1.bam	Conventional base calls	Sanger / Illumina 1.9	111440246.0	0.0	101.0	49.0	57.1815897765279	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HK044_0109_R1	HK044_0109_R1.bam	Conventional base calls	Sanger / Illumina 1.9	99739925.0	0.0	101.0	49.0	59.65538545173467	101.0	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
HK069-0177_2	HK069-0177_2.bam	Conventional base calls	Sanger / Illumina 1.9	92939167.0	0.0	101.0	50.0	33.141809485212214	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HK072-001_2	HK072-001_2.bam	Conventional base calls	Sanger / Illumina 1.9	143205060.0	0.0	101.0	49.0	20.079886055899994	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
