	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
B11-25-1M	29.588624482451735	29.95012887940413	28.88847749390747	32.85522292748928	33.24489737709933	33.31057644370321	33.39797439576198	33.38981629527245	34.71728533987371	34.70850845504373	34.6593785680981	35.662857188648815	35.58879345588005	35.55757660787503	35.53024448307643	35.43097952508538	35.336031698751064	35.22458155597411	35.13063874012188	35.01473705574641	34.90992703591292	34.79582927743844	34.66733811504335	34.49567261133497	34.38783625320239	34.233735641538004	34.06607492038964	33.85467781402271	33.65871208229405	33.436038872417484	33.22780361839148	32.97175464608973	32.72019959709517	32.45902474118986	32.15416897906004	31.819613776788174	31.472288506959003	31.09064604085475	30.70202382574169	30.23601556207079	29.747038159320752	29.245394401175265	28.113594329533008
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B09-9_CHX_2	36.434563413614924	36.44681436418105	36.51105515880721	36.51718426434226	36.53956266673422	36.50462671702189	36.47037312825592	36.514954519023156	36.50013633010976	36.52814737549157	36.51932281688867	36.492175431331134	36.48763914250149	36.488389301263304	36.48492990290455	36.460096595286004	36.42690592082178	36.41860886853583	36.40643362949366	36.39548168904511	36.381792619874716	36.36902552634259	36.357712258425394	36.34686069173506	36.347032752434416	36.331931057697936	36.30697325290541	36.30055767052016	36.2926296276291	36.289186914582736	36.294730809049156	36.277348124043506	36.23717501508632	36.226319143868345	36.24533279031667	36.23423290054388	36.22014552409918	36.19928376332414	36.19340741182587	36.16957456673635	36.16111244334068	36.17870614953608	36.15419322520087	36.13334803234201	36.10029680049216	36.095976921037234	36.08279141537757	36.055650444469265	36.06164140777873	36.04087711896845	36.02930110629612	36.004496663094045	35.97466986861715	35.97106041984304	35.86345760478551
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B12-71_2	36.2134341285228	36.149524385198255	36.31676642027121	36.34947305526229	36.384920210939256	36.335968350109205	36.33529066601107	36.39100159747563	36.39897852831468	36.412029800673096	36.41193320375819	36.394701678518075	36.380296265995476	36.38302732586786	36.37305459228903	36.34913614555785	36.322287284647246	36.30962295978663	36.29514691735883	36.286323314820194	36.27257912986259	36.255837632322326	36.253938105944954	36.2337901557073	36.23482845910762	36.21683021744191	36.184003009563554	36.18247947320637	36.149615604957894	36.14441277155012	36.13713356611254	36.1152612624077	36.09440966557702	36.07978580555707	36.0942009678419	36.06033817900203	36.06146897308493	36.03640721717898	36.00998113792353	36.010850988729054	35.99797876074233	35.98188269791303	35.966761803186536	35.94629931871172	35.94236742403575	35.884337780595914	35.874955597271224	35.86056066816974	35.82350995765407	35.8248285097188	35.802241231727756	35.800421633535436	35.76312697128216	35.70642539264103	35.49405486181951
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B14-51_1_2	31.980767774989186	32.00876025341616	31.99698760934939	31.98779862801259	31.984110684238004	35.23761662549828	35.36361326186755	35.37508668730493	35.38673277062824	35.349214300924906	35.28792510619671	35.229685689705065	35.19293768461084	35.152274275693316	35.124752820970926	35.0780536258646	35.043730243368955	35.00388898029891	34.97056181683962	34.92591076921424	34.88006580469153	34.85311302957642	34.78732771227022	34.67391801360563	34.55540565793841	34.462558333162164	34.38284006155044	34.294919773734435	34.221110922625826	34.128204418227384	34.02860088177728	33.946874358804266	33.86906163383007	33.78246398743531	33.69995566382099	33.600458093642104	33.513375193397515	33.41611268594812	33.298694667915136	33.19435660745789	33.062280995479085	32.93514411031843	32.78794811847813	32.61773735936697	32.48909853386228	32.351426700662486	32.15902492141621	31.919560808454428	31.67475528777137	31.434414938987018	31.144928880664487	30.7909018693176	30.38992323088403	29.750161997751626	26.826723136770013
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B14_48_CHX-_1	36.475667608558794	36.36911221328456	36.47360805225452	36.468163095150565	36.48372861895882	36.45347679856575	36.41492828676581	36.440492218286685	36.42901965115997	36.436909277682076	36.43265381909658	36.41164107604131	36.42682622988619	36.42672217457222	36.387760902513605	36.407558213254426	36.355787801952324	36.31522350509126	36.29554483844549	36.29551895201567	36.26290442854895	36.25952998076829	36.253924277575386	36.2730150712235	36.25350602120743	36.236742946631416	36.21769005735436	36.226795692751566	36.20626236395929	36.20310008886416	36.213215886284914	36.211280885047316	36.19325080292849	36.19452830452845	36.222119104794764	36.21107308474947	36.226223426091025	36.177990882397296	36.146586665898525	36.1114366067287	36.11661135451952	36.12282652968466	36.11687863202992	36.079899273319285	36.07502755143244	36.10957837298989	36.109078583106225	36.13139011803925	36.1572445903944	36.13674807981784	36.1405826474962	36.14643017133187	36.11528980564594	36.079608753718134	35.99321325723369
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B14_48_CHX_1	36.4673876243115	36.38063987087689	36.49304107124797	36.486341179714195	36.498111518074445	36.45756596430597	36.43768539623149	36.48641663713437	36.46888447809594	36.486233369797716	36.48662138518753	36.46883558794226	36.476213393348246	36.46918848427826	36.450128746976944	36.44527325348847	36.426540384353174	36.405850773213	36.39200212121874	36.386532769789184	36.3658626452448	36.35703319372289	36.34776783707042	36.353878793819334	36.35361974855487	36.33778945687919	36.32066568491022	36.31370831444215	36.3032236810478	36.29554875433891	36.2981288863696	36.28950083299263	36.26139970548057	36.25231873324785	36.26970193535865	36.25678321949492	36.265520571338456	36.230069690213895	36.21584096578675	36.19670821309201	36.198844120204086	36.20549617429754	36.19672649946049	36.154281377420894	36.13215231152411	36.14797821801169	36.13166726412507	36.13653078773781	36.15878874195675	36.13161096608789	36.130555342688425	36.137826663121615	36.109547781272376	36.0821754773866	35.974193252519925
