Sample	Mapping Rate	Unique Rate of Mapped	Duplicate Rate of Mapped	Duplicate Rate of Mapped, excluding Globins	Base Mismatch	End 1 Mapping Rate	End 2 Mapping Rate	End 1 Mismatch Rate	End 2 Mismatch Rate	Expression Profiling Efficiency	High Quality Rate	Exonic Rate	Intronic Rate	Intergenic Rate	Intragenic Rate	Ambiguous Alignment Rate	High Quality Exonic Rate	High Quality Intronic Rate	High Quality Intergenic Rate	High Quality Intragenic Rate	High Quality Ambiguous Alignment Rate	Discard Rate	rRNA rate	Chimeric Alignment Rate	End 1 Sense Rate	End 2 Sense Rate	Avg. Splits per Read	Alternative Alignments	Chimeric Reads	Duplicate Reads	End 1 Antisense	End 2 Antisense	End 1 Bases	End 2 Bases	End 1 Mapped Reads	End 2 Mapped Reads	End 1 Mismatches	End 2 Mismatches	End 1 Sense	End 2 Sense	Exonic Reads	Failed Vendor QC	High Quality Reads	Intergenic Reads	Intragenic Reads	Ambiguous Reads	Intronic Reads	Low Mapping Quality	Low Quality Reads	Mapped Duplicate Reads	Mapped Reads	Mapped Unique Reads	Mismatched Bases	Non-Globin Reads	Non-Globin Duplicate Reads	Reads excluded from exon counts	Reads used for Intron/Exon counts	rRNA Reads	Total Bases	Total Mapped Pairs	Total Read Number	Unique Mapping, Vendor QC Passed Reads	Unpaired Reads	Read Length	Genes Detected	Estimated Library Complexity	Genes used in 3' bias	Mean 3' bias	Median 3' bias	3' bias Std	3' bias MAD_Std	3' Bias, 25th Percentile	3' Bias, 75th Percentile	Median of Avg Transcript Coverage	Median of Transcript Coverage Std	Median of Transcript Coverage CV	Median Exon CV	Exon CV MAD
BON_B19-45_CHX_1	0.992672	1.0	0.0	0.0	0.00527116	0.995619	0.989726	0.00296413	0.00759193	0.900188	0.928033	0.906833	0.044698	0.0273437	0.951531	0.0211257	0.931937	0.0366944	0.013337	0.968632	0.0180313	0.0	0.0032156	0.00316483	0.0150496	0.985408	0.381045	27580069.0	436458.0	0.0	59239093.0	872247.0	6985066979.0	6943722225.0	69159079.0	68749725.0	20704672.0	52716262.0	905147.0	58904706.0	125060214.0	0.0	127983950.0	3770934.0	131224455.0	2913415.0	6164241.0	8598837.0	9924854.0	0.0	137908804.0	137908804.0	73420934.0	137908669.0	0.0		137908804.0	443459.0	13928789204.0	68676811.0	166506902.0	138926833.0	0.0	101.0	23409.0	0.0	8876.0	0.440752	0.4	0.312098	0.39536	0.160377	0.709091	2.83894	2.46069	0.891647	0.191633	0.193328
BON_B19-52_CHX_1	0.992175	1.0	0.0	0.0	0.00170162	0.993516	0.990833	0.00167896	0.00172434	0.903492	0.924026	0.910618	0.0364429	0.0362248	0.94706	0.0167147	0.941602	0.0268495	0.0176734	0.968452	0.013875	0.0	0.00385546	0.00437265	0.0224759	0.977938	0.410941	21437106.0	373888.0	0.0	35967319.0	811129.0	4323895345.0	4312218533.0	42810845.0	42695233.0	7259655.0	7435751.0	826986.0	35955299.0	77863339.0	0.0	79009812.0	3097444.0	80979425.0	1429209.0	3116086.0	6234867.0	6496266.0	0.0	85506078.0	85506078.0	14695406.0	85506047.0	0.0		85506078.0	329665.0	8636113878.0	42599241.0	107617562.0	86180456.0	0.0	101.0	22894.0	0.0	8026.0	0.465354	0.444444	0.311008	0.403313	0.181818	0.732143	2.2741	2.22913	0.961267	0.210794	0.212238
BON_B19-54_CHX_1	0.993216	1.0	0.0	0.0	0.00472484	0.99558	0.990852	0.00279699	0.00666188	0.897797	0.921606	0.903929	0.04078	0.0348171	0.944709	0.0204742	0.933179	0.0320057	0.0177929	0.965185	0.0170223	0.0	0.00429926	0.00219301	0.0225337	0.978165	0.391986	33022915.0	302742.0	0.0	57995112.0	1288885.0	6988056276.0	6954872120.0	69188676.0	68860120.0	19545523.0	46332532.0	1336971.0	57740057.0	124786269.0	0.0	127226559.0	4806456.0	130415895.0	2826445.0	5629626.0	9736494.0	10822237.0	0.0	138048796.0	138048796.0	65878055.0	138048731.0	0.0		138048796.0	593508.0	13942928396.0	68759533.0	172014609.0	138991694.0	0.0	101.0	23295.0	0.0	8377.0	0.438065	0.395349	0.312436	0.392788	0.15493	0.704545	2.41423	2.27032	0.915805	0.200194	0.202836
BON_B19-59_CHX_1	0.992941	1.0	0.0	0.0	0.00499616	0.995666	0.990216	0.0029198	0.00708395	0.898933	0.920294	0.905324	0.04118	0.0322568	0.946504	0.0212393	0.937023	0.0311642	0.0138569	0.968187	0.017956	0.0	0.00328042	0.00267721	0.0178003	0.982942	0.379969	36079284.0	384170.0	0.0	61041879.0	1054372.0	7266453282.0	7226673624.0	71945082.0	71551224.0	21216562.0	51193404.0	1106256.0	60758301.0	129910636.0	0.0	132058758.0	4628726.0	135819813.0	3047767.0	5909177.0	10169741.0	11437548.0	0.0	143496306.0	143496306.0	72409966.0	143496235.0	0.0		143496306.0	470728.0	14493126906.0	71459739.0	180595741.0	144516457.0	0.0	101.0	23575.0	0.0	8769.0	0.439127	0.395758	0.310359	0.389071	0.16	0.702703	2.93108	2.52591	0.889362	0.191748	0.192115
BON_B20_36_CHX_1	0.97485	1.0	0.0	0.0	0.0021629	0.976235	0.973465	0.00211529	0.00221065	0.876828	0.909869	0.899449	0.0408593	0.0412067	0.940308	0.0184848	0.940161	0.0301026	0.0150107	0.970263	0.0147261	0.0	0.00449505	0.0054883	0.0246242	0.975615	0.405333	31991730.0	518411.0	0.0	39539387.0	986606.0	4776882163.0	4763328569.0	47295863.0	47161669.0	10104474.0	10530044.0	998205.0	39472415.0	84959753.0	0.0	85943974.0	3892283.0	88819219.0	1746030.0	3859466.0	9746049.0	8513558.0	0.0	94457532.0	94457532.0	20634518.0	94457499.0	0.0		94457532.0	424591.0	9540210732.0	47013724.0	128886112.0	96894382.0	0.0	101.0	22997.0	0.0	8266.0	0.439965	0.4	0.31639	0.400099	0.147929	0.714286	2.20707	2.21501	0.973491	0.209884	0.212562
BON_FC2_CHX-_1	0.99289	1.0	0.0	0.0	0.00172606	0.994159	0.991622	0.00169082	0.0017614	0.918823	0.914449	0.925402	0.0342882	0.0275522	0.95969	0.0127574	0.961337	0.0234411	0.00557183	0.984778	0.00965022	0.0	0.00308716	0.00549435	0.0131588	0.987488	0.452298	62531994.0	1092091.0	0.0	84860150.0	1073062.0	10050512727.0	10024863070.0	99510027.0	99256070.0	16993616.0	17657762.0	1131544.0	84689185.0	183938571.0	0.0	181761473.0	5476452.0	190753901.0	2535744.0	6815330.0	16168472.0	17004624.0	0.0	198766097.0	198766097.0	34651378.0	198766072.0	0.0		198766097.0	613623.0	20075375797.0	99064816.0	262721385.0	200189391.0	0.0	101.0	22132.0	0.0	10809.0	0.420471	0.372166	0.306937	0.373861	0.146667	0.666667	2.94104	2.6243	0.859758	0.161157	0.149979
BON_FC2_CHX_1	0.992472	1.0	0.0	0.0	0.00180074	0.99333	0.991615	0.00178528	0.00181622	0.909623	0.928321	0.916522	0.0364634	0.0289868	0.952985	0.018028	0.940492	0.029818	0.0154053	0.97031	0.014285	0.0	0.00412848	0.0043711	0.0195406	0.980941	0.404436	71250441.0	1469952.0	0.0	142171009.0	2760097.0	16997277476.0	16967920816.0	168289876.0	167999216.0	30344965.0	30817417.0	2833476.0	142057242.0	308216281.0	0.0	312184092.0	9747955.0	320478525.0	6062612.0	12262244.0	22718161.0	24105000.0	0.0	336289092.0	336289092.0	61162382.0	336288949.0	0.0		336289092.0	1388362.0	33965198292.0	167503761.0	410090175.0	338839734.0	0.0	101.0	26468.0	0.0	11823.0	0.433666	0.386349	0.311118	0.386528	0.154639	0.692308	5.97157	4.69277	0.890837	0.180434	0.177745
BON_UC355_CHX_1	0.993666	1.0	0.0	0.0	0.00198959	0.994501	0.992831	0.00197312	0.00200609	0.910716	0.938228	0.916521	0.0366548	0.0287939	0.953175	0.0180308	0.935844	0.0299748	0.018859	0.965818	0.0153225	0.0	0.00306801	0.00402699	0.021555	0.978761	0.430673	26955861.0	642629.0	0.0	67561404.0	1466269.0	8065583260.0	8052042190.0	79857260.0	79723190.0	15914398.0	16153112.0	1488365.0	67569410.0	146258765.0	0.0	149722803.0	4594941.0	152108153.0	2877356.0	5849388.0	9052266.0	9857647.0	0.0	159580450.0	159580450.0	32067510.0	159580163.0	0.0		159580450.0	489595.0	16117625450.0	79547653.0	187553489.0	160597628.0	0.0	101.0	25678.0	0.0	10517.0	0.41561	0.363636	0.300216	0.358827	0.145833	0.657143	4.85134	4.02454	0.936551	0.214899	0.199648
BON_UC522_1	0.991531	1.0	0.0	0.0	0.00374542	0.994455	0.988606	0.00269176	0.00480532	0.933812	0.934982	0.941788	0.0309468	0.0141368	0.972735	0.0131279	0.956677	0.026624	0.00634835	0.983301	0.0103504	0.0	0.00442959	0.00804826	0.008115	0.992225	0.442611	16263789.0	1012020.0	0.0	54937728.0	428925.0	6368799420.0	6331337409.0	63057420.0	62686509.0	17143248.0	30424083.0	449467.0	54735076.0	118424180.0	0.0	117568297.0	1777616.0	122315558.0	1650755.0	3891378.0	6751711.0	8175632.0	0.0	125743929.0	125743929.0	47567331.0	125743903.0	0.0		125743929.0	556994.0	12700136829.0	62599196.0	143081790.0	126818001.0	0.0	101.0	20727.0	0.0	9518.0	0.444659	0.40625	0.308984	0.386094	0.164835	0.702703	1.96278	2.05146	0.887392	0.183487	0.173809
HK-006	0.994833	1.0	0.0	0.0	0.00190899	0.996065	0.9936	0.00177192	0.00204639	0.951622	0.94635	0.956565	0.0242625	0.00843385	0.980827	0.0107388	0.963267	0.0223713	0.0059574	0.985638	0.00840468	0.0	0.00271343	0.0	0.00611918	0.994132	0.465721	20252619.0	1285292.0	0.0	104254415.0	615705.0	11991618698.0	11961942777.0	118728898.0	118435077.0	21248189.0	24478827.0	641879.0	104303982.0	226862719.0	0.0	224440207.0	2000205.0	232616908.0	2546862.0	5754189.0	11493695.0	12723768.0	0.0	237163975.0	237163975.0	45727016.0	237163962.0	0.0	0.0	237163975.0	643527.0	23953561475.0	118303212.0	258648407.0	238395788.0	0.0	101.0	21917.0	0.0	11199.0	0.475763	0.462235	0.316139	0.417744	0.184615	0.75	0.0	0.0	0.890322	0.181801	0.176548
HK-010	0.994476	1.0	0.0	0.0	0.00194672	0.995734	0.993217	0.00182363	0.00207013	0.948596	0.948657	0.953866	0.0262621	0.00901409	0.980128	0.0108578	0.96084	0.024303	0.00619045	0.985143	0.00866609	0.0	0.00256468	0.0	0.00650945	0.993804	0.454655	15710100.0	1205644.0	0.0	86036892.0	536673.0	9920290700.0	9895217147.0	98220700.0	97972447.0	18090980.0	20484362.0	563722.0	86082619.0	187141967.0	0.0	186119992.0	1768502.0	192294419.0	2130226.0	5152452.0	8987905.0	10073155.0	0.0	196193147.0	196193147.0	38575342.0	196193137.0	0.0	0.0	196193147.0	503173.0	19815507847.0	97858717.0	212993113.0	197283013.0	0.0	101.0	21549.0	0.0	10734.0	0.47694	0.461039	0.317644	0.422859	0.18304	0.757576	0.0	0.0	0.897988	0.181287	0.17711
HK-015	0.994258	1.0	0.0	0.0	0.00180739	0.995725	0.992791	0.00173214	0.00188287	0.950903	0.944591	0.956395	0.0235073	0.00975179	0.979902	0.0103462	0.965327	0.0209269	0.0056433	0.986253	0.00810333	0.0	0.00157556	0.0	0.00658809	0.993734	0.46291	19574673.0	1512822.0	0.0	89049580.0	560737.0	10295715679.0	10265377097.0	101937779.0	101637397.0	17833654.0	19328326.0	590557.0	88933708.0	194698238.0	0.0	192295287.0	1985222.0	199483731.0	2106223.0	4785493.0	9881899.0	11279889.0	0.0	203575176.0	203575176.0	37161980.0	203575157.0	0.0	0.0	203575176.0	320744.0	20561092776.0	101499377.0	224325562.0	204750889.0	0.0	101.0	21665.0	0.0	10906.0	0.460449	0.435088	0.313673	0.407472	0.175269	0.733333	0.0	0.0	0.895077	0.182798	0.176037
HK-022	0.994585	1.0	0.0	0.0	0.00179273	0.995971	0.9932	0.00171227	0.00187342	0.947638	0.948912	0.952797	0.027221	0.00958887	0.980018	0.0103929	0.960093	0.0251729	0.00643889	0.985266	0.00829488	0.0	0.00333842	0.0	0.00697755	0.99324	0.440782	17730131.0	1520037.0	0.0	96527950.0	657439.0	11178552942.0	11147448780.0	110678742.0	110370780.0	19140692.0	20883881.0	678261.0	96595610.0	210615383.0	0.0	209756483.0	2119615.0	216632571.0	2297336.0	6017188.0	9884096.0	11293039.0	0.0	221049522.0	221049522.0	40024573.0	221049511.0	0.0	0.0	221049522.0	737956.0	22326001722.0	110235235.0	239983106.0	222252975.0	0.0	101.0	22019.0	0.0	10836.0	0.494726	0.486842	0.318946	0.427979	0.203883	0.785714	0.0	0.0	0.934952	0.191833	0.192392
HK-025	0.991366	1.0	0.0	0.0	0.00185354	0.993253	0.989479	0.00177771	0.00192965	0.918535	0.942939	0.926535	0.048382	0.00891166	0.974917	0.0161713	0.931273	0.0470809	0.00762532	0.978354	0.0140208	0.0	0.00574803	0.0	0.00836907	0.991811	0.422224	16814155.0	3177861.0	0.0	111900831.0	923300.0	12931089186.0	12881949050.0	128030586.0	127544050.0	22987753.0	24857691.0	944410.0	111818883.0	236798869.0	0.0	240991284.0	2277595.0	249164072.0	4132969.0	12365203.0	12209584.0	14583352.0	0.0	255574636.0	255574636.0	47845444.0	255574584.0	0.0	0.0	255574636.0	1469050.0	25813038236.0	127312809.0	274614633.0	257800478.0	0.0	101.0	23304.0	0.0	11795.0	0.521597	0.529412	0.309333	0.408406	0.246623	0.798535	0.0	0.0	0.931174	0.214729	0.212266
HK-032	0.993677	1.0	0.0	0.0	0.0018542	0.995283	0.992071	0.00176334	0.00194536	0.94557	0.943902	0.951587	0.0284065	0.0085292	0.979993	0.0114776	0.958052	0.0265143	0.00622512	0.984566	0.00920855	0.0	0.00284264	0.0	0.00639645	0.993761	0.454219	20972266.0	2624355.0	0.0	117187512.0	734798.0	13532199978.0	13488520811.0	133982178.0	133549711.0	23861852.0	26240011.0	754410.0	117035278.0	254579769.0	0.0	252523986.0	2281834.0	262179421.0	3070634.0	7599652.0	12631879.0	15007903.0	0.0	267531889.0	267531889.0	50101863.0	267531869.0	0.0	0.0	267531889.0	760498.0	27020720789.0	133320681.0	290206561.0	269234295.0	0.0	101.0	22767.0	0.0	11587.0	0.479735	0.464945	0.319041	0.426588	0.183391	0.762136	0.0	0.0	0.896865	0.177916	0.174634
HK-035	0.99493	1.0	0.0	0.0	0.0017804	0.99604	0.99382	0.00174418	0.0018167	0.951754	0.948456	0.956604	0.0244281	0.00854661	0.981032	0.0104216	0.963042	0.0224659	0.00619019	0.985508	0.00830196	0.0	0.00315331	0.0	0.00653165	0.993731	0.45099	19449735.0	1943316.0	0.0	110772557.0	699536.0	12855663699.0	12827005656.0	127283799.0	127000056.0	22422604.0	23302790.0	728285.0	110890036.0	243248852.0	0.0	241176922.0	2173265.0	249460534.0	2650056.0	6211682.0	11298969.0	13106933.0	0.0	254283855.0	254283855.0	45725394.0	254283845.0	0.0	0.0	254283855.0	801835.0	25682669355.0	126838511.0	275029343.0	255579608.0	0.0	101.0	22125.0	0.0	11351.0	0.488544	0.476596	0.31618	0.418932	0.20122	0.771186	0.0	0.0	0.901128	0.183536	0.178369
HK-047	0.994573	1.0	0.0	0.0	0.00191405	0.996083	0.993064	0.00179605	0.0020324	0.950101	0.944918	0.955285	0.024821	0.00899143	0.980106	0.0109027	0.962902	0.0226703	0.00582843	0.985572	0.00859961	0.0	0.00214886	0.0	0.00649069	0.993798	0.460545	18310237.0	1660301.0	0.0	91257682.0	568868.0	10520536124.0	10488651333.0	104163724.0	103848033.0	18895405.0	21317165.0	596195.0	91160527.0	198710484.0	0.0	196553958.0	1870324.0	203873537.0	2267896.0	5163053.0	9839323.0	11457799.0	0.0	208011757.0	208011757.0	40212570.0	208011749.0	0.0	0.0	208011757.0	446988.0	21009187457.0	103713735.0	227456986.0	209146749.0	0.0	101.0	21524.0	0.0	11038.0	0.465477	0.438596	0.312736	0.404075	0.181333	0.735294	0.0	0.0	0.891621	0.183918	0.176675
HK-061	0.995032	1.0	0.0	0.0	0.00181013	0.996221	0.993843	0.0017382	0.00188224	0.953172	0.947256	0.957931	0.0230999	0.00917633	0.981031	0.00979234	0.96552	0.0208981	0.00582299	0.986418	0.00775891	0.0	0.00213694	0.0	0.00626808	0.99403	0.461035	13746906.0	1306849.0	0.0	71463585.0	429077.0	8241217513.0	8221546349.0	81596213.0	81401449.0	14324875.0	15474891.0	450765.0	71446925.0	156140591.0	0.0	154400504.0	1495720.0	159905814.0	1596128.0	3765223.0	7327926.0	8597158.0	0.0	162997662.0	162997662.0	29799766.0	162997656.0	0.0	0.0	162997662.0	348317.0	16462763862.0	81297395.0	177558440.0	163811534.0	0.0	101.0	20717.0	0.0	10284.0	0.474187	0.457249	0.315212	0.409323	0.1875	0.745098	0.0	0.0	0.904338	0.185515	0.179216
HK-070	0.992869	1.0	0.0	0.0	0.00179784	0.995322	0.990415	0.0017414	0.00185455	0.94309	0.937019	0.949864	0.0259483	0.0126128	0.975812	0.0115752	0.964395	0.0209807	0.00535493	0.985376	0.0092694	0.0	0.00329281	0.0	0.00822001	0.991547	0.469794	13733257.0	709517.0	0.0	45155350.0	383222.0	5245197246.0	5219338014.0	51932646.0	51676614.0	9133995.0	9679538.0	374254.0	44954241.0	98414684.0	0.0	97083843.0	1306802.0	101103163.0	1199295.0	2688479.0	5808341.0	6525417.0	0.0	103609260.0	103609260.0	18813533.0	103609259.0	0.0	0.0	103609260.0	341166.0	10464535260.0	51570179.0	118086691.0	104353434.0	0.0	101.0	20180.0	0.0	8735.0	0.468681	0.451613	0.307065	0.392327	0.192593	0.727273	0.0	0.0	0.923568	0.187207	0.178618
HK-071-001	0.992544	1.0	0.0	0.0	0.00179875	0.993978	0.99111	0.00175889	0.00183874	0.947668	0.932309	0.954786	0.0239728	0.0103464	0.978759	0.0108946	0.965915	0.020862	0.00502596	0.986777	0.00819672	0.0	0.0033245	0.0	0.00664782	0.993445	0.49157	41545854.0	2819664.0	0.0	138465607.0	912642.0	15866898505.0	15821114094.0	157098005.0	156644694.0	27908060.0	29090861.0	926655.0	138322958.0	299557205.0	0.0	292505178.0	3246094.0	307078507.0	3418098.0	7521302.0	19223663.0	21237521.0	0.0	313742699.0	313742699.0	56998921.0	313742676.0	0.0	0.0	313742699.0	1043037.0	31688012599.0	156396690.0	357645328.0	316099474.0	0.0	101.0	22074.0	0.0	11437.0	0.477681	0.466667	0.315114	0.417959	0.1875	0.75	0.0	0.0	0.878939	0.17654	0.169528
HK-071-004	0.993082	1.0	0.0	0.0	0.0019254	0.995247	0.990918	0.00182718	0.00202405	0.947012	0.938675	0.953609	0.0233528	0.011182	0.976962	0.0118562	0.967164	0.0187128	0.00474911	0.985877	0.00937432	0.0	0.00354706	0.0	0.00818555	0.991785	0.456826	10991844.0	564141.0	0.0	39649094.0	327520.0	4616867560.0	4596789265.0	45711560.0	45512765.0	8435835.0	9304120.0	327228.0	39539975.0	86992333.0	0.0	85630011.0	1020074.0	89122674.0	1081577.0	2130341.0	5065375.0	5594314.0	0.0	91224325.0	91224325.0	17739955.0	91224324.0	0.0	0.0	91224325.0	323578.0	9213656825.0	45441697.0	102851614.0	91859770.0	0.0	101.0	19383.0	0.0	8142.0	0.501721	0.5	0.308245	0.399162	0.227273	0.769231	0.0	0.0	0.950914	0.201078	0.192809
HK-073	0.994656	1.0	0.0	0.0	0.00194971	0.995973	0.993339	0.00183995	0.00205976	0.951375	0.947712	0.956486	0.0237306	0.00952793	0.980217	0.0102551	0.964167	0.0215359	0.00628321	0.985702	0.00801435	0.0	0.00343842	0.0	0.00660176	0.993604	0.455958	21194364.0	1414211.0	0.0	108432470.0	698447.0	12514375508.0	12481283969.0	123904708.0	123577069.0	23025794.0	25708492.0	720602.0	108495589.0	236712929.0	0.0	234541359.0	2357988.0	242585832.0	2537957.0	5872903.0	11617771.0	12940418.0	0.0	247481777.0	247481777.0	48734286.0	247481758.0	0.0	0.0	247481777.0	850946.0	24995659477.0	123442371.0	270005716.0	248811352.0	0.0	101.0	22262.0	0.0	11376.0	0.482159	0.469322	0.317361	0.423722	0.190476	0.763485	0.0	0.0	0.890832	0.189545	0.184031
HK-075	0.993999	1.0	0.0	0.0	0.00187803	0.995655	0.992343	0.00175924	0.00199721	0.94903	0.944502	0.95476	0.0256828	0.00930857	0.980443	0.0102487	0.962212	0.0234736	0.00621655	0.985686	0.00809739	0.0	0.00187855	0.0	0.00666918	0.993551	0.451631	19261609.0	2050895.0	0.0	101153401.0	655732.0	11701140274.0	11662213359.0	115852874.0	115467459.0	20585093.0	23291915.0	679140.0	101019528.0	220855385.0	0.0	218482417.0	2153261.0	226796348.0	2370724.0	5940963.0	10926016.0	12837916.0	0.0	231320333.0	231320333.0	43877008.0	231320329.0	0.0	0.0	231320333.0	434546.0	23363353633.0	115296461.0	251978506.0	232716897.0	0.0	101.0	21918.0	0.0	11163.0	0.489417	0.481771	0.320853	0.436655	0.189655	0.778761	0.0	0.0	0.926204	0.185184	0.184404
HK-081	0.994853	1.0	0.0	0.0	0.00176442	0.996005	0.993701	0.00172449	0.00180445	0.952368	0.946768	0.957295	0.0230904	0.00888048	0.980385	0.0107342	0.965107	0.020866	0.00560151	0.985974	0.00842499	0.0	0.00226959	0.0	0.00669697	0.993557	0.46667	21671325.0	1324738.0	0.0	104519471.0	677438.0	12069528785.0	12041609254.0	119500285.0	119223854.0	20813802.0	21728469.0	704683.0	104461363.0	228529410.0	0.0	226016332.0	2119985.0	234041647.0	2562507.0	5512237.0	11494429.0	12707807.0	0.0	238724139.0	238724139.0	42542271.0	238724057.0	0.0	0.0	238724139.0	541807.0	24111138039.0	119082318.0	261630471.0	239959146.0	0.0	101.0	21613.0	0.0	11192.0	0.476759	0.461538	0.315695	0.419787	0.185941	0.756098	0.0	0.0	0.899162	0.181658	0.174968
HK-085	0.992651	1.0	0.0	0.0	0.00183475	0.99411	0.991191	0.00181171	0.00185786	0.954186	0.943455	0.961251	0.0202791	0.00873005	0.98153	0.00974021	0.969706	0.0176884	0.00547732	0.987395	0.00712787	0.0	0.00205343	0.0	0.00627036	0.993937	0.449304	23452764.0	2120237.0	0.0	120019909.0	731997.0	13923726377.0	13882849556.0	137858677.0	137453956.0	25225769.0	25792440.0	757317.0	119989932.0	264644442.0	0.0	259745081.0	2403493.0	270227538.0	2681602.0	5583096.0	13986281.0	15567552.0	0.0	275312633.0	275312633.0	51018209.0	275312587.0	0.0	0.0	275312633.0	565335.0	27806575933.0	137225088.0	300803754.0	277350990.0	0.0	101.0	22206.0	0.0	11703.0	0.541342	0.560976	0.318919	0.428508	0.254113	0.836364	0.0	0.0	0.905212	0.180843	0.175125
HK-087	0.992722	1.0	0.0	0.0	0.0018251	0.994215	0.991229	0.00178025	0.00187007	0.952096	0.940977	0.959076	0.0224016	0.00825787	0.981478	0.0102644	0.965568	0.0205403	0.00590853	0.986108	0.00798356	0.0	0.00429122	0.0	0.00685196	0.993377	0.458021	19512072.0	2920100.0	0.0	106883108.0	711943.0	12317660939.0	12280659993.0	121957039.0	121590693.0	21928575.0	22965713.0	737411.0	106785518.0	233580812.0	0.0	229172880.0	2011185.0	239036682.0	2499865.0	5455870.0	11957458.0	14374852.0	0.0	243547732.0	243547732.0	44894288.0	243547728.0	0.0	0.0	243547732.0	1045118.0	24598320932.0	121341554.0	264845347.0	245333275.0	0.0	101.0	21887.0	0.0	11289.0	0.493121	0.484848	0.311565	0.405895	0.213019	0.761905	0.0	0.0	0.913092	0.194562	0.187914
HK-095	0.984016	1.0	0.0	0.0	0.00180237	0.985769	0.982262	0.00187049	0.00173401	0.931961	0.938936	0.9471	0.0274345	0.00942577	0.974534	0.0160401	0.954624	0.0251393	0.0065667	0.979763	0.0136699	0.0	0.0154622	0.0	0.0110221	0.989286	0.403823	18492450.0	3356338.0	0.0	102417633.0	1110331.0	11954320610.0	11911797186.0	118359610.0	117938586.0	22360416.0	20655195.0	1141435.0	102527630.0	223797929.0	0.0	221868813.0	2227292.0	230280651.0	3790253.0	6482722.0	13528097.0	14429383.0	0.0	236298196.0	236298196.0	43015611.0	236298172.0	0.0	0.0	236298196.0	3653684.0	23866117796.0	117595752.0	258629071.0	240136621.0	0.0	101.0	22385.0	0.0	11802.0	0.546223	0.564815	0.303544	0.38912	0.286885	0.815789	0.0	0.0	1.01586	0.262776	0.256435
HK-100	0.992905	1.0	0.0	0.0	0.00185459	0.994615	0.991194	0.00181114	0.00189819	0.928955	0.934273	0.935593	0.0414016	0.00812352	0.976995	0.0148815	0.941913	0.0396807	0.00581651	0.981594	0.0125893	0.0	0.00470331	0.0	0.00722141	0.992852	0.44681	24607064.0	4028158.0	0.0	121549593.0	873383.0	13888778559.0	13841006973.0	137512659.0	137039673.0	25154520.0	26272923.0	884144.0	121318669.0	256869325.0	0.0	256506735.0	2230331.0	268236240.0	4085761.0	11366915.0	14499799.0	18045597.0	0.0	274552332.0	274552332.0	51427443.0	274552319.0	0.0	0.0	274552332.0	1291305.0	27729785532.0	136756105.0	301121314.0	276514250.0	0.0	101.0	22217.0	0.0	10995.0	0.504548	0.5	0.31113	0.411833	0.224138	0.78125	0.0	0.0	0.875214	0.179535	0.176181
HK-104	0.994463	1.0	0.0	0.0	0.00184118	0.995775	0.993151	0.00173526	0.00194737	0.953384	0.938228	0.958692	0.0215786	0.00985771	0.980271	0.0098715	0.96842	0.0189644	0.00521937	0.987384	0.00739628	0.0	0.00226559	0.0	0.00681127	0.993469	0.475489	23213665.0	2182566.0	0.0	92382800.0	606626.0	10667516778.0	10639404236.0	105618978.0	105340636.0	18510943.0	20718829.0	633560.0	92281326.0	202245328.0	0.0	197928293.0	2079579.0	206797547.0	2082488.0	4552219.0	10991112.0	13031321.0	0.0	210959614.0	210959614.0	39229772.0	210959606.0	0.0	0.0	210959614.0	477948.0	21306921014.0	105165570.0	235347925.0	212134260.0	0.0	101.0	21352.0	0.0	10680.0	0.473929	0.460674	0.315548	0.416173	0.182432	0.75	0.0	0.0	0.901834	0.182742	0.178105
HK-107	0.994666	1.0	0.0	0.0	0.00184994	0.995987	0.993345	0.00177714	0.00192294	0.945766	0.948145	0.950837	0.0286355	0.0092945	0.979473	0.0112328	0.957759	0.0266772	0.0064291	0.984436	0.00913468	0.0	0.00365523	0.0	0.00704521	0.993232	0.452078	19418730.0	1492623.0	0.0	99279335.0	676345.0	11449735215.0	11419367141.0	113363715.0	113063041.0	20347829.0	21958722.0	704406.0	99259374.0	215294981.0	0.0	214685297.0	2104523.0	221778818.0	2543415.0	6483837.0	10309044.0	11741459.0	0.0	226426756.0	226426756.0	42306551.0	226426742.0	0.0	0.0	226426756.0	827643.0	22869102356.0	112914165.0	247059676.0	227640946.0	0.0	101.0	22540.0	0.0	11196.0	0.480314	0.464789	0.316152	0.416341	0.190476	0.753165	0.0	0.0	0.90813	0.193102	0.188961
HK-108	0.994709	1.0	0.0	0.0	0.00180747	0.996046	0.993372	0.00173038	0.00188476	0.942605	0.946335	0.947619	0.031691	0.00921004	0.97931	0.0114803	0.954556	0.0299083	0.00632941	0.984464	0.00920636	0.0	0.00276755	0.0	0.00670351	0.993544	0.458249	20773280.0	1861064.0	0.0	108487620.0	705377.0	12512047458.0	12478454959.0	123881658.0	123549059.0	21650640.0	23518938.0	732156.0	108546429.0	234469970.0	0.0	234152247.0	2278847.0	242311294.0	2840576.0	7841324.0	11506606.0	13278470.0	0.0	247430717.0	247430717.0	45169578.0	247430714.0	0.0	0.0	247430717.0	684777.0	24990502417.0	123389468.0	269520148.0	248746868.0	0.0	101.0	22486.0	0.0	11132.0	0.48591	0.475	0.317907	0.426247	0.192593	0.769231	0.0	0.0	0.911935	0.186683	0.18617
