	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76
B11-25-1M	0.19973957019190883	0.01778170800027603	0.020801028346328878	0.016496394451345358	0.18630318773548493	0.09077384518551847	0.03231188197828885	0.02933542350237764	0.027977407540801663	0.025825633148628152	0.019066478993888455	0.020422324734191435	0.017930096879816993	0.025161816716751124	0.028780660689468555	0.03176362982919876	0.034498922466148524	0.036989793932227344	0.03626928046959335	0.03375697806844371	0.04011328489938391	0.03546250071135784	0.017069604145074885	0.011238490862199234	0.013589383056169944	0.019012766017381857	0.013320818173636942	0.014332141286852127	0.0134434356755611	0.015508129939155731	0.016852039462457242	0.019717002820468395	0.018053799492377648	0.02256162035404523	0.024184132033267344	0.04109748024668666	0.039078089352165786	0.04200707423773026	0.04460618548979966	0.04216956955554568	0.0483549714612376	0.04139452928342772	0.05347913516443546
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B09-9_CHX_2	0.02508907482468291	0.017574513420409454	0.0035363350175214143	4.455035602597628e-05	0.00032870938365112226	0.004651900013685388	1.1438604925588504e-05	7.826413896455293e-05	0.00013184497256336222	0.0008515740351181547	0.0002182365413434649	0.00012010535171867929	0.00045694216518535124	8.729461653738594e-06	7.224382058266423e-06	0.006173836500626848	0.0031447133067795553	0.00010806471495490191	7.615702753089187e-05	0.0005638028164638754	0.007715640038228539	0.0014391571091904904	0.00010385049208757983	0.0023888623339334307	0.004084786022111473	0.00046205943580995666	0.000352790657178677	0.0005057067440786496	0.004497177831270849	0.0024069232890790966	0.0005695221189266698	0.0012001504694295095	0.011960867545217347	0.04703614548585812	0.0006526025125967336	0.0012925623565915008	0.0012293490135816699	0.001000877930988994	0.0013955098009217975	0.0011902169440993933	0.0014268154565076187	0.0010445252392576872	0.0016489652047993113	0.002065872252745103	0.002803662270445561	0.0018253605333886497	0.0017028470543172147	0.0015688949703201917	0.0019674400472012225	0.001818136151330383	0.0016369245680355336	0.001716693786595559	0.0017371628690939804	0.0021342028663795393	0.0022073497347194866
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B12-71_2	0.0747650324233659	0.05824348581680034	0.010229236526888456	5.508085166969994e-05	1.8059295629409818e-06	6.140160513999338e-05	0.0	0.0004939217354643585	0.0002541845859839432	4.514823907352455e-06	0.00027156665802725014	6.659365263344871e-05	0.00034831866445224184	2.2122637146027025e-05	0.0007402053796104348	0.0014302962138492575	0.0013483521599308105	0.00082327813950572	0.004351161540710928	0.000851495788926673	0.0013174256161654462	0.012765438856843697	0.0011460880488814206	0.0013255522991986806	0.0009451783850042364	0.0010485678524826075	0.0008828738150827725	0.01281465043743384	0.014997116314248014	0.012103114189635092	0.011946449800049962	0.01222772332947802	0.00178899897328841	0.012675819602282751	0.0007298212846235243	0.0013142652394302994	0.012732480642320024	0.0010765597607081928	0.0013828905628220569	0.0011180961406558354	0.0014088508002893334	0.0010785914314665013	0.0013946291049811732	0.001166856238855242	0.001210424289561193	0.0022400298816329205	0.0011117753871855418	0.00043048845956605657	0.0057004166654232085	0.007559395409275581	0.0034181731802565437	0.0036974150389262926	0.0012874020371815525	0.0013451917831956636	0.0012706971887243483
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B14-51_1_2	0.22375939443614656	0.13668651018158046	0.13859081842904422	0.1434010339259727	0.14486532811911537	0.10325542175338034	0.09908662880574054	0.10733711913562877	0.10697422094649799	0.1207920231203888	0.11459644378645359	0.14144682717750345	0.14468297177907716	0.14742239948427813	0.1477639774047975	0.14701187090782394	0.14473604563923756	0.14105625800145144	0.14475600503963973	0.13961056234050173	0.1327318271655278	0.12917814664846466	0.13089510870578966	0.1364587915679009	0.14483312090483003	0.14234182483644722	0.13482212073492109	0.13277718943916916	0.13161546161121426	0.12865149065148862	0.1678313400182567	0.16475623148810975	0.16348427333520638	0.16260243073561859	0.15766338638154867	0.1596030772024527	0.16027080987045333	0.1601075056853445	0.16079519775374732	0.1619464922587647	0.167814102354273	0.16430986671547887	0.17592759861776436	0.194797397207092	0.16350377911287214	0.1635686471641793	0.16261513217223816	0.2057669022190426	0.25154106530505327	0.27966068511258807	0.2336896497589739	0.22641580918058385	0.1678585573824415	0.17101214264598796	0.1751986268803479
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B14_48_CHX-_1	0.0068008023529057895	0.045282060721446776	0.0001868513831529906	5.7166070020582785e-05	3.593295829865204e-06	0.0022412366080641058	0.00012968531313240782	5.0306141618112855e-05	0.0001505917615970781	0.00029530358456346763	0.0007052659724253614	0.00031637336465676816	1.6333162863023656e-07	0.0029188995352509572	0.002883456571838196	0.0015253540797777793	0.001183500981054694	0.00012037541030048434	0.004088517327872081	0.0010249059696547343	0.006089166446963849	0.004385617560350482	0.0036151822681016557	0.0020284154959589076	0.0004462220094178062	0.0015794168488543875	0.0020811716120064743	0.00016022832768626205	0.0021703506812385835	0.001501834325255025	0.0006681896927262978	0.0001894646892110744	0.0016877057186362344	0.0019170233252330862	0.0013536925380874005	0.02690855915357421	0.00011498546655568652	0.0006917094472490517	0.0012026107816044318	0.001709755488501316	0.0009296836301633065	0.00013082863453281948	0.0034905602354567853	0.03005122302004859	0.000306573466938954	0.0012308671533574627	0.0004983247989508516	0.0008419745455888693	0.00012037541030048434	0.0008075115719478896	0.0006472832442616274	0.001990522558116693	0.000618700209251336	0.00040081581665860045	0.000357696266700218
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BON_B14_48_CHX_1	0.006695793327409816	0.04587228600708524	0.00017353007341614865	6.034662522199914e-05	3.486693901715506e-06	0.0023580779064525177	0.0001311533321491448	3.620797513319948e-05	0.00016280178448779324	0.0002814834807577249	0.0007090057945526877	0.0003024036441680179	8.046216696266552e-07	0.002822746920661911	0.002897979046772003	0.0015195280230899384	0.0011544979923026459	0.00011532910597982059	0.003967053038482619	0.0010293793226757008	0.0060644335239761005	0.004394575352277582	0.003546101801656274	0.00195938786915251	0.0004150506779157497	0.0015547972729419068	0.002080617534042926	0.00016481333866185988	0.0021524970698629073	0.0014827836335103211	0.0006717249905266526	0.0001834537406748774	0.0016312363315564389	0.00187275693605604	0.0013486800219058787	0.027207343033144118	0.00011197651568970952	0.000676955031379226	0.00116790835346309	0.0016662373741851986	0.000915123045588716	0.00012981229603310036	0.0033996606577842226	0.029707704871508943	0.00029569846358779576	0.001180916403788721	0.0004944400159855796	0.000793356966251882	0.00011452448431019394	0.0007662680367077848	0.0006372603623443109	0.0019292145565415104	0.0006190222711661067	0.000373344454706768	0.0003396844481940529
