Sample	Mapping Rate	Unique Rate of Mapped	Duplicate Rate of Mapped	Duplicate Rate of Mapped, excluding Globins	Base Mismatch	End 1 Mapping Rate	End 2 Mapping Rate	End 1 Mismatch Rate	End 2 Mismatch Rate	Expression Profiling Efficiency	High Quality Rate	Exonic Rate	Intronic Rate	Intergenic Rate	Intragenic Rate	Ambiguous Alignment Rate	High Quality Exonic Rate	High Quality Intronic Rate	High Quality Intergenic Rate	High Quality Intragenic Rate	High Quality Ambiguous Alignment Rate	Discard Rate	rRNA rate	Chimeric Alignment Rate	End 1 Sense Rate	End 2 Sense Rate	Avg. Splits per Read	Alternative Alignments	Chimeric Reads	Duplicate Reads	End 1 Antisense	End 2 Antisense	End 1 Bases	End 2 Bases	End 1 Mapped Reads	End 2 Mapped Reads	End 1 Mismatches	End 2 Mismatches	End 1 Sense	End 2 Sense	Exonic Reads	Failed Vendor QC	High Quality Reads	Intergenic Reads	Intragenic Reads	Ambiguous Reads	Intronic Reads	Low Mapping Quality	Low Quality Reads	Mapped Duplicate Reads	Mapped Reads	Mapped Unique Reads	Mismatched Bases	Non-Globin Reads	Non-Globin Duplicate Reads	Reads excluded from exon counts	Reads used for Intron/Exon counts	rRNA Reads	Total Bases	Total Mapped Pairs	Total Read Number	Unique Mapping, Vendor QC Passed Reads	Unpaired Reads	Read Length	Genes Detected	Estimated Library Complexity	Genes used in 3' bias	Mean 3' bias	Median 3' bias	3' bias Std	3' bias MAD_Std	3' Bias, 25th Percentile	3' Bias, 75th Percentile	Median of Avg Transcript Coverage	Median of Transcript Coverage Std	Median of Transcript Coverage CV	Median Exon CV	Exon CV MAD
BON_B12-76-1_2	0.954133	1.0	0.0	0.0	0.00461998	0.958109	0.950158	0.00391645	0.00532939	0.862597	0.923499	0.904064	0.0511132	0.0188742	0.955177	0.0259488	0.915675	0.0489694	0.0136427	0.964645	0.0217125	0.0	0.02647	0.0	0.0193931	0.981423	0.347651	8183169.0	308758.0	0.0	33253799.0	627804.0	3992508790.0	3959374225.0	39529790.0	39201725.0	15636467.0	21101055.0	657647.0	33167681.0	71178303.0	0.0	72708467.0	1485998.0	75202525.0	2042992.0	4024222.0	7519984.0	6023048.0	0.0	78731515.0	78731515.0	36737522.0	78708586.0	0.0	0.0	78731515.0	2084025.0	7951883015.0	38974602.0	90699436.0	82516267.0	0.0	101.0	22753.0	0.0	6793.0	0.586143	0.630769	0.304884	0.375026	0.333333	0.859649	0.0	0.0	1.00133	0.271363	0.265888
BON_B13-55_1_2	0.98185	1.0	0.0	0.0	0.00426584	0.983375	0.980326	0.00402907	0.00450336	0.887454	0.920298	0.903859	0.0507057	0.016928	0.954565	0.0285072	0.918302	0.048338	0.0120413	0.96664	0.0213186	0.0	0.0204431	0.0	0.0179236	0.982497	0.364205	23625491.0	485913.0	0.0	84340570.0	1502784.0	10110332603.0	10078982304.0	100102303.0	99791904.0	40735236.0	45389247.0	1539278.0	84354679.0	180676197.0	0.0	183962261.0	3383813.0	190811964.0	5698430.0	10135767.0	15648510.0	15931946.0	0.0	199894207.0	199894207.0	86124483.0	199861215.0	0.0	0.0	199894207.0	4086462.0	20189314907.0	99418318.0	227214756.0	203589265.0	0.0	101.0	25266.0	0.0	10357.0	0.51674	0.51938	0.301015	0.387858	0.259414	0.782609	0.0	0.0	0.868129	0.202547	0.199638
BON_B14-163-1_2	0.985643	1.0	0.0	0.0	0.00336232	0.990616	0.980669	0.00266767	0.004064	0.871558	0.934407	0.884253	0.0702781	0.0217209	0.954531	0.0237478	0.894996	0.0679376	0.0160767	0.962933	0.0209901	0.0	0.0207444	0.0	0.0182822	0.981784	0.355212	6940969.0	254499.0	0.0	26877678.0	496286.0	3259164859.0	3226439647.0	32268959.0	31944947.0	8694383.0	13112266.0	500535.0	26747988.0	56781350.0	0.0	60001937.0	1394783.0	61294183.0	1524940.0	4512833.0	3775980.0	4211969.0	0.0	64213906.0	64213906.0	21806649.0	64206706.0	0.0	0.0	64213906.0	1332080.0	6485604506.0	31845764.0	72090253.0	65149284.0	0.0	101.0	21677.0	0.0	5544.0	0.542833	0.5625	0.305828	0.397904	0.284404	0.819444	0.0	0.0	0.942171	0.254148	0.245552
BON_B14-20_1	0.961064	1.0	0.0	0.0	0.0104517	0.964409	0.957718	0.0101541	0.0107513	0.873746	0.885008	0.909145	0.0430283	0.015684	0.952173	0.0321431	0.923143	0.040818	0.0108065	0.963961	0.0252323	0.0	0.0288159	0.0	0.0173387	0.983306	0.325566	5479530.0	469343.0	0.0	20375874.0	344635.0	2451209804.0	2434204434.0	24269404.0	24101034.0	24889763.0	26170949.0	359524.0	20299803.0	43975718.0	0.0	42808208.0	758643.0	46057017.0	1554778.0	2081299.0	4752473.0	5562230.0	0.0	48370438.0	48370438.0	51060712.0	48361006.0	0.0	0.0	48370438.0	1393836.0	4885414238.0	23939584.0	55809631.0	50330101.0	0.0	101.0	20439.0	0.0	3438.0	0.468225	0.448718	0.314458	0.412985	0.183432	0.75	0.0	0.0	0.964218	0.276082	0.265525
BON_B14-51_1_2	0.988112	1.0	0.0	0.0	0.00483851	0.990018	0.986206	0.00543779	0.00423691	0.93281	0.929308	0.944032	0.0268602	0.0143649	0.970892	0.0147427	0.960308	0.0222835	0.00586015	0.982592	0.0115481	0.0	0.00502793	0.0	0.0094386	0.990967	0.441959	14573000.0	504757.0	0.0	44875960.0	408784.0	5246644071.0	5226442152.0	51946971.0	51746952.0	28530146.0	22143956.0	427602.0	44847014.0	97890407.0	0.0	96363587.0	1489549.0	100675647.0	1528727.0	2785240.0	6262939.0	7330336.0	0.0	103693923.0	103693923.0	50674102.0	103693893.0	0.0	0.0	103693923.0	521366.0	10473086223.0	51552149.0	119514449.0	104941449.0	0.0	101.0	20697.0	0.0	8705.0	0.506866	0.502326	0.314701	0.420152	0.222222	0.789474	0.0	0.0	0.944973	0.21458	0.210115
BON_B14-60-1_2	0.979748	1.0	0.0	0.0	0.00454596	0.979384	0.980113	0.00519102	0.00390139	0.870732	0.91977	0.88873	0.0644629	0.0222292	0.953193	0.0245774	0.901207	0.0616793	0.0161139	0.962886	0.0210001	0.0	0.0178694	0.0	0.0203795	0.981033	0.356226	10607388.0	469789.0	0.0	38785690.0	755507.0	4698195285.0	4701695339.0	46516785.0	46551439.0	24388408.0	18343141.0	806875.0	39078150.0	82712567.0	0.0	85601331.0	2068830.0	88712018.0	2287376.0	5999451.0	6260403.0	7466893.0	0.0	93068224.0	93068224.0	42731549.0	93065661.0	0.0	0.0	93068224.0	1663077.0	9399890624.0	45907831.0	105599347.0	94991959.0	0.0	101.0	23429.0	0.0	7309.0	0.539471	0.555556	0.305736	0.399478	0.276042	0.814815	0.0	0.0	0.941083	0.248583	0.242372
BON_B14-71-2_1	0.964273	1.0	0.0	0.0	0.00970811	0.966568	0.961977	0.00978837	0.00962746	0.811527	0.899592	0.841595	0.0977451	0.0265701	0.93934	0.0340901	0.852197	0.0960274	0.0218802	0.948224	0.0298957	0.0	0.0257396	0.0	0.0215225	0.979379	0.315315	5479454.0	537417.0	0.0	23774561.0	500741.0	2893810287.0	2880067015.0	28651587.0	28515515.0	28325679.0	27727739.0	522943.0	23782056.0	48111528.0	0.0	51427047.0	1518937.0	53699332.0	1948833.0	5587804.0	4686053.0	5740055.0	0.0	57167102.0	57167102.0	56053418.0	57163745.0	0.0	0.0	57167102.0	1471460.0	5773877302.0	28329771.0	64764660.0	59285206.0	0.0	101.0	23290.0	0.0	5673.0	0.565479	0.6	0.303066	0.384956	0.3125	0.842105	0.0	0.0	0.989247	0.287458	0.279712
BON_B14-75-1_1	0.963806	1.0	0.0	0.0	0.0096989	0.965962	0.961651	0.00980106	0.00959628	0.805528	0.895652	0.835778	0.103821	0.0301533	0.939599	0.0302476	0.846774	0.102492	0.0235429	0.949266	0.0271909	0.0	0.00665675	0.0	0.0192288	0.980995	0.352644	5677913.0	407056.0	0.0	22723411.0	439502.0	2805943721.0	2793420024.0	27781621.0	27657624.0	27501232.0	26806450.0	445510.0	22686702.0	46334891.0	0.0	49654265.0	1671678.0	52090664.0	1676903.0	5755773.0	4954899.0	5784980.0	0.0	55439245.0	55439245.0	54307682.0	55434738.0	0.0	0.0	55439245.0	369045.0	5599363745.0	27486775.0	63199064.0	57521151.0	0.0	101.0	23656.0	0.0	5895.0	0.501144	0.5	0.301428	0.392453	0.24	0.769231	0.0	0.0	0.84039	0.215762	0.204745
BON_B14_48_CHX-_1	0.99025	1.0	0.0	0.0	0.00176673	0.991605	0.988896	0.00172387	0.00180971	0.93262	0.918076	0.941803	0.0253271	0.0210351	0.96713	0.0118352	0.96942	0.0168133	0.00523496	0.986234	0.00853135	0.0	0.00333311	0.00593396	0.0113295	0.989051	0.484832	61177130.0	1439343.0	0.0	104669121.0	1154967.0	12266053777.0	12232545310.0	121446077.0	121114310.0	21145039.0	22137323.0	1199434.0	104333368.0	228444004.0	0.0	222688790.0	5102291.0	234587345.0	2870751.0	6143341.0	19304877.0	19871597.0	0.0	242560387.0	242560387.0	43282362.0	242560358.0	0.0		242560387.0	808480.0	24498599087.0	120803075.0	306125644.0	244948514.0	0.0	101.0	22766.0	0.0	11313.0	0.446808	0.409091	0.309911	0.388303	0.169697	0.708333	3.7619	3.32156	0.860249	0.162304	0.154763
BON_B14_48_CHX_1	0.993097	1.0	0.0	0.0	0.00187866	0.994017	0.992177	0.00180276	0.00195471	0.9125	0.93043	0.918843	0.0353024	0.0268017	0.954145	0.0190533	0.942985	0.0280077	0.0136465	0.970993	0.0153604	0.0	0.0039026	0.003086	0.0166049	0.98392	0.395558	63735748.0	947329.0	0.0	130804985.0	2135448.0	15516681813.0	15487944687.0	153630513.0	153345987.0	27972827.0	30274479.0	2208680.0	130663596.0	282063068.0	0.0	285620016.0	8227498.0	292900084.0	5848918.0	10837016.0	20352979.0	21356484.0	0.0	306976500.0	306976500.0	58247306.0	306976396.0	0.0		306976500.0	1198005.0	31004626500.0	153022866.0	372846036.0	309110288.0	0.0	101.0	25780.0	0.0	11229.0	0.440062	0.4	0.309362	0.388621	0.159722	0.702128	5.6709	4.38286	0.872125	0.184326	0.177937
BON_B15-118_1	0.98822	1.0	0.0	0.0	0.00345716	0.992991	0.983449	0.00268985	0.00423191	0.883317	0.93655	0.893846	0.0636572	0.0179169	0.957503	0.0245798	0.90323	0.0615247	0.0137308	0.964755	0.0215142	0.0	0.0224624	0.0	0.0171644	0.982989	0.360231	8036864.0	214177.0	0.0	35035963.0	602397.0	4295796640.0	4254517839.0	42532640.0	42123939.0	11555051.0	18004742.0	611873.0	34809633.0	75669956.0	0.0	79285080.0	1516782.0	81058953.0	2080844.0	5388997.0	4776949.0	5371499.0	0.0	84656579.0	84656579.0	29559793.0	84651058.0	0.0	0.0	84656579.0	1901594.0	8550314479.0	42015176.0	93702582.0	85665718.0	0.0	101.0	21773.0	0.0	5877.0	0.502664	0.5	0.306283	0.40242	0.231481	0.77551	0.0	0.0	0.890981	0.229976	0.219384
BON_B15-125_1_2	0.986573	1.0	0.0	0.0	0.00454066	0.989134	0.984011	0.00488423	0.0041953	0.928613	0.924628	0.941251	0.0278489	0.015176	0.9691	0.0157236	0.957779	0.0236188	0.00615143	0.981398	0.0124509	0.0	0.00591283	0.0	0.0104792	0.989964	0.432571	21718763.0	1254101.0	0.0	62798779.0	635877.0	7462659215.0	7424013888.0	73887715.0	73505088.0	36449354.0	31145985.0	665050.0	62721016.0	138733692.0	0.0	136283505.0	2236828.0	142838423.0	2317552.0	4104731.0	9456540.0	11109298.0	0.0	147392803.0	147392803.0	67595339.0	147392769.0	0.0	0.0	147392803.0	871508.0	14886673103.0	73225146.0	171117611.0	149398848.0	0.0	101.0	21598.0	0.0	10344.0	0.507158	0.508197	0.310822	0.411448	0.228457	0.784314	0.0	0.0	0.945406	0.216121	0.211277
BON_B15-26_1_1	0.988867	1.0	0.0	0.0	0.00451812	0.991363	0.986371	0.00467173	0.00436373	0.944084	0.941257	0.954713	0.0216028	0.0103739	0.976315	0.0133106	0.964868	0.0184471	0.00611901	0.983315	0.0105657	0.0	0.00552739	0.0	0.00790208	0.99239	0.433017	8939046.0	330586.0	0.0	44236171.0	338841.0	5163292407.0	5137289654.0	51121707.0	50864254.0	24121526.0	22417732.0	352342.0	44189498.0	97367287.0	0.0	95994982.0	1057997.0	99570469.0	1357495.0	2203182.0	5136468.0	5990979.0	0.0	101985961.0	101985961.0	46539258.0	101985918.0	0.0	0.0	101985961.0	563716.0	10300582061.0	50726317.0	112073210.0	103134164.0	0.0	101.0	20462.0	0.0	8953.0	0.511888	0.515625	0.30983	0.407823	0.234568	0.785714	0.0	0.0	0.963398	0.225649	0.218048
BON_B15-76-2_2	0.985062	1.0	0.0	0.0	0.00332839	0.988384	0.981739	0.00286418	0.00379573	0.865886	0.937068	0.879017	0.0743108	0.0221694	0.953328	0.0245024	0.889164	0.0723142	0.0174993	0.961478	0.0210227	0.0	0.0115101	0.0	0.0183514	0.982097	0.364761	8462808.0	299831.0	0.0	36119566.0	658087.0	4473208998.0	4443133117.0	44289198.0	43991417.0	12812079.0	16864943.0	675237.0	36099680.0	77600197.0	0.0	82724948.0	1957125.0	84160399.0	2163091.0	6560202.0	5191602.0	5555667.0	0.0	88280615.0	88280615.0	29677022.0	88257790.0	0.0	0.0	88280615.0	1016117.0	8916342115.0	43842967.0	98082186.0	89619378.0	0.0	101.0	23390.0	0.0	7404.0	0.537334	0.555556	0.301856	0.387608	0.27957	0.804348	0.0	0.0	0.891929	0.227751	0.220142
BON_B15-95_CHX_1	0.992427	1.0	0.0	0.0	0.00512549	0.995336	0.989518	0.00289102	0.00737309	0.899567	0.920338	0.906431	0.0399247	0.0327928	0.946356	0.0208512	0.937108	0.0303494	0.0150276	0.967457	0.0175153	0.0	0.00402344	0.00299046	0.0169854	0.983675	0.385953	39482233.0	467293.0	0.0	66383006.0	1096345.0	7914314651.0	7868054631.0	78359551.0	77901531.0	22880463.0	58011889.0	1147023.0	66059791.0	141639933.0	0.0	143812943.0	5124244.0	147878604.0	3258234.0	6238671.0	11021275.0	12448139.0	0.0	156261082.0	156261082.0	80892352.0	156261020.0	0.0		156261082.0	628707.0	15782369282.0	77798200.0	196935683.0	157453450.0	0.0	101.0	23676.0	0.0	9334.0	0.444955	0.403846	0.311112	0.389707	0.163743	0.714286	3.40309	2.84453	0.874754	0.184195	0.183497
BON_B15-98_1_2	0.987012	1.0	0.0	0.0	0.00452771	0.989208	0.984815	0.00503232	0.00402085	0.924457	0.921339	0.936622	0.0323029	0.0146152	0.968925	0.01646	0.953005	0.0276375	0.0060973	0.980643	0.0132599	0.0	0.00698855	0.0	0.0102343	0.990228	0.446312	16998463.0	1348016.0	0.0	50091452.0	493386.0	5876533298.0	5850432575.0	58183498.0	57925075.0	29572584.0	23523699.0	517950.0	49998167.0	108749838.0	0.0	106975343.0	1696955.0	112500476.0	1911142.0	3750638.0	7452326.0	9133230.0	0.0	116108573.0	116108573.0	53096283.0	116108553.0	0.0	0.0	116108573.0	811431.0	11726965873.0	57664714.0	134634950.0	117636487.0	0.0	101.0	21564.0	0.0	9185.0	0.496138	0.5	0.312158	0.412025	0.214286	0.772727	0.0	0.0	0.921443	0.206785	0.201632
BON_B16-108_CHX-_1	0.992925	1.0	0.0	0.0	0.00180674	0.993945	0.991905	0.00177556	0.00183799	0.935524	0.927158	0.942189	0.0282183	0.0171743	0.970408	0.012418	0.963648	0.0214886	0.00538543	0.985137	0.00947781	0.0	0.00342111	0.00506459	0.00835828	0.992	0.483126	56726324.0	1451898.0	0.0	124558099.0	1002461.0	14492025501.0	14462278678.0	143485401.0	143190878.0	25731486.0	26581526.0	1049866.0	124310691.0	270103330.0	0.0	265794188.0	4923476.0	278192858.0	3559945.0	8089528.0	19723918.0	20882091.0	0.0	286676279.0	286676279.0	52313012.0	286676244.0	0.0		286676279.0	980752.0	28954304179.0	142863181.0	345445200.0	288718876.0	0.0	101.0	23885.0	0.0	11809.0	0.437222	0.395516	0.312487	0.39539	0.155797	0.701493	5.07283	3.94147	0.845435	0.159191	0.152923
BON_B16-108_CHX_1	0.991485	1.0	0.0	0.0	0.00196038	0.992373	0.990597	0.00187367	0.00204724	0.910396	0.934296	0.918214	0.0354888	0.0266403	0.953703	0.019657	0.93821	0.0303187	0.0154282	0.968528	0.0160435	0.0	0.00366477	0.00388061	0.0192597	0.981378	0.388717	43290679.0	925689.0	0.0	101429914.0	1922344.0	12057170223.0	12035592482.0	119377923.0	119164282.0	22591123.0	24639770.0	1991874.0	101306686.0	219032767.0	0.0	222869129.0	6354837.0	227498337.0	4689031.0	8465570.0	15044918.0	15673076.0	0.0	238542205.0	238542205.0	47230893.0	238542140.0	0.0		238542205.0	874202.0	24092762705.0	118847172.0	283881460.0	240590781.0	0.0	101.0	25205.0	0.0	10378.0	0.442685	0.402597	0.308546	0.389327	0.165714	0.704348	4.65806	3.80046	0.883389	0.193938	0.18837
BON_B16-19_1	0.935544	1.0	0.0	0.0	0.00968003	0.937299	0.933788	0.00975684	0.00960293	0.857042	0.88848	0.91609	0.0378039	0.0174356	0.953894	0.0286702	0.932648	0.0344713	0.0101849	0.96712	0.0226956	0.0	0.0159301	0.0	0.0174771	0.983526	0.366592	7442314.0	466844.0	0.0	22860061.0	383662.0	2764962466.0	2754606734.0	27375866.0	27273334.0	26977293.0	26452300.0	406635.0	22905669.0	50063600.0	0.0	48554709.0	952843.0	52129554.0	1566803.0	2065954.0	6962534.0	6094491.0	0.0	54649200.0	54649200.0	53429593.0	54629131.0	0.0	0.0	54649200.0	870568.0	5519569200.0	27070114.0	65856692.0	58414378.0	0.0	101.0	20593.0	0.0	5079.0	0.626639	0.694444	0.299121	0.332806	0.4	0.892857	0.0	0.0	1.21273	0.349927	0.350685
BON_B16-22_1	0.969793	1.0	0.0	0.0	0.00885075	0.971995	0.967592	0.00890066	0.00880061	0.886029	0.905122	0.913627	0.0454722	0.0167975	0.959099	0.0241038	0.924446	0.0431438	0.0123321	0.967589	0.0200786	0.0	0.0102723	0.0	0.0141131	0.986392	0.401897	5356548.0	516631.0	0.0	21532605.0	296758.0	2687752814.0	2675578274.0	26611414.0	26490874.0	23922774.0	23546732.0	308243.0	21511046.0	48515660.0	0.0	48064062.0	891986.0	50930336.0	1279966.0	2414676.0	4045706.0	5038226.0	0.0	53102288.0	53102288.0	47469506.0	53083434.0	0.0	0.0	53102288.0	545483.0	5363331088.0	26338587.0	60112845.0	54756297.0	0.0	101.0	20878.0	0.0	4549.0	0.52199	0.524017	0.314156	0.423998	0.240223	0.8125	0.0	0.0	1.00997	0.291994	0.287243
BON_B16-38	0.97729	1.0	0.0	0.0	0.0020833	0.979789	0.974792	0.00203936	0.00212747	0.908525	0.918462	0.929636	0.0344786	0.0151282	0.964115	0.0207569	0.942191	0.031206	0.00993018	0.973397	0.0166723	0.0	0.0179991	0.0195466	0.0170907	0.983334	0.425778	11121619.0	1772872.0	0.0	37777834.0	640470.0	4592041962.0	4568623799.0	45465762.0	45233899.0	9364833.0	9719595.0	656877.0	37789832.0	84317699.0	0.0	83304221.0	1372121.0	87444899.0	1882641.0	3127200.0	6860785.0	7395440.0	0.0	90699661.0	90699661.0	19084428.0	90674826.0	0.0		90699661.0	1632516.0	9160665761.0	44995201.0	103928909.0	92807290.0	0.0	101.0	21625.0	0.0	6180.0	0.516872	0.52381	0.31474	0.422065	0.228571	0.79798	1.67976	1.9168	1.02109	0.26566	0.266517
BON_B16-50_1_2	0.987202	1.0	0.0	0.0	0.00492418	0.988252	0.986151	0.00607901	0.00376688	0.918144	0.907719	0.930047	0.0299639	0.0238575	0.960011	0.0161312	0.961569	0.0204331	0.00589946	0.982002	0.0120981	0.0	0.00459146	0.0	0.0140286	0.986988	0.458717	25932638.0	634896.0	0.0	42277100.0	557196.0	5034366412.0	5023667078.0	49845212.0	49739278.0	30603975.0	18923564.0	601527.0	42265191.0	92618297.0	0.0	90394748.0	2375838.0	95602232.0	1606420.0	2983935.0	8132741.0	9189742.0	0.0	99584490.0	99584490.0	49527539.0	99584445.0	0.0	0.0	99584490.0	457238.0	10058033490.0	49491597.0	126808175.0	100875537.0	0.0	101.0	20840.0	0.0	8531.0	0.490217	0.488095	0.314912	0.4236	0.2	0.771429	0.0	0.0	0.94087	0.211042	0.205662
BON_B16-53-1_1	0.967639	1.0	0.0	0.0	0.00405846	0.967615	0.967662	0.00432691	0.00379002	0.86302	0.884622	0.891883	0.0358223	0.0181282	0.927705	0.0541669	0.922109	0.0333304	0.013001	0.95544	0.0315591	0.0	0.0800534	0.0	0.0282891	0.973432	0.197128	31172110.0	532383.0	0.0	85981465.0	2368891.0	10065398915.0	10065881897.0	99657415.0	99662197.0	43552057.0	38149886.0	2503149.0	86794479.0	177769677.0	0.0	176322470.0	3613311.0	184909768.0	10796533.0	7140091.0	25174058.0	22997142.0	0.0	199319612.0	199319612.0	81701943.0	199266880.0	0.0	0.0	199319612.0	15956211.0	20131280812.0	98848368.0	237157724.0	205985614.0	0.0	101.0	26301.0	0.0	10896.0	0.68693	0.764706	0.270496	0.256185	0.513514	0.910256	0.0	0.0	1.05104	0.266546	0.265583
BON_B16-57_1_2	0.985626	1.0	0.0	0.0	0.00530973	0.986909	0.984344	0.00648196	0.00413445	0.913879	0.922096	0.927207	0.0383077	0.0161829	0.965514	0.0183029	0.944293	0.0335413	0.00704029	0.977835	0.0151251	0.0	0.00606966	0.0	0.0115454	0.989167	0.429317	12178669.0	600233.0	0.0	34371184.0	376698.0	4060555621.0	4050001323.0	40203521.0	40099023.0	26320356.0	16744515.0	401465.0	34397170.0	74457041.0	0.0	74046667.0	1299529.0	77533249.0	1469766.0	3076208.0	5250937.0	6255877.0	0.0	80302544.0	80302544.0	43064871.0	80302508.0	0.0	0.0	80302544.0	487409.0	8110556944.0	39888349.0	93652302.0	81473633.0	0.0	101.0	20861.0	0.0	7982.0	0.504197	0.501548	0.31551	0.425895	0.219048	0.791304	0.0	0.0	0.932878	0.211141	0.206406
BON_B16-75-1_2	0.989539	1.0	0.0	0.0	0.00315331	0.992101	0.986977	0.00277232	0.00353628	0.897317	0.93828	0.906803	0.0525714	0.0171344	0.959375	0.023491	0.917175	0.0500431	0.0124324	0.967218	0.0203496	0.0	0.0173675	0.0	0.0167873	0.983619	0.360061	8160907.0	254238.0	0.0	36277010.0	602804.0	4369638952.0	4347069694.0	43263752.0	43040294.0	12114051.0	15372458.0	619392.0	36196014.0	78260787.0	0.0	80977377.0	1478772.0	82797909.0	2027365.0	4537122.0	4818042.0	5326669.0	0.0	86304046.0	86304046.0	27486509.0	86289358.0	0.0	0.0	86304046.0	1498887.0	8716708646.0	42907110.0	95377324.0	87216417.0	0.0	101.0	22731.0	0.0	7329.0	0.5443	0.570637	0.304908	0.390644	0.282051	0.815789	0.0	0.0	0.923557	0.231129	0.224649
BON_B16_30_1_1	0.972188	1.0	0.0	0.0	0.00456643	0.972896	0.97148	0.00455557	0.0045773	0.910768	0.920305	0.936823	0.0243528	0.0134159	0.961176	0.0254082	0.951119	0.0216497	0.00948274	0.972769	0.0177482	0.0	0.0229445	0.0	0.0178259	0.983027	0.41209	17306258.0	940632.0	0.0	68168636.0	1182584.0	8369597098.0	8357413064.0	82867298.0	82746664.0	38128268.0	38254397.0	1237219.0	68492343.0	155150991.0	0.0	152415365.0	2221854.0	159184150.0	4207958.0	4033159.0	13810964.0	13198597.0	0.0	165613962.0	165613962.0	76382665.0	165562886.0	0.0	0.0	165613962.0	3799929.0	16727010162.0	82212435.0	187657991.0	170351733.0	0.0	101.0	22774.0	0.0	9589.0	0.753786	0.875912	0.275393	0.160439	0.62069	0.9625	0.0	0.0	1.52837	0.396245	0.420991
BON_B16_80_1_1	0.981089	1.0	0.0	0.0	0.00419147	0.982462	0.979715	0.00401043	0.00437302	0.909407	0.910352	0.926937	0.0260024	0.0148181	0.952939	0.0322426	0.945732	0.0224585	0.00866763	0.96819	0.0231424	0.0	0.0240179	0.0	0.0267581	0.974837	0.320745	16166245.0	895416.0	0.0	51178771.0	1330108.0	6211138723.0	6193768137.0	61496423.0	61324437.0	24909320.0	27085475.0	1407096.0	51529142.0	113847183.0	0.0	111810256.0	1819967.0	117040825.0	3960068.0	3193642.0	10217077.0	11010604.0	0.0	122820860.0	122820860.0	51994795.0	122681166.0	0.0	0.0	122820860.0	2949895.0	12404906860.0	60936102.0	141354601.0	125188356.0	0.0	101.0	22592.0	0.0	8766.0	0.703237	0.8	0.27908	0.231494	0.538462	0.929412	0.0	0.0	1.21245	0.30279	0.310668
BON_B17-23_1	0.985482	1.0	0.0	0.0	0.0024814	0.987209	0.983755	0.00198069	0.00298387	0.886309	0.929646	0.899366	0.0572086	0.0174856	0.956574	0.0259402	0.908857	0.0557201	0.0139625	0.964577	0.0214601	0.0	0.0179097	0.0	0.0186018	0.982911	0.375785	25119727.0	2733177.0	0.0	102595490.0	1789061.0	12480468899.0	12436797509.0	123568999.0	123136609.0	24719999.0	37109771.0	1944639.0	102899287.0	221878539.0	0.0	229348809.0	4313786.0	235992229.0	6399593.0	14113690.0	16426222.0	17356799.0	0.0	246705608.0	246705608.0	61829770.0	246692248.0	0.0	0.0	246705608.0	4418418.0	24917266408.0	122826895.0	275459787.0	250340060.0	0.0	101.0	25004.0	0.0	10649.0	0.48728	0.478261	0.298945	0.381244	0.229167	0.745638	0.0	0.0	0.83324	0.210905	0.203878
BON_B17-28_1	0.989583	1.0	0.0	0.0	0.00208179	0.990861	0.988306	0.00186545	0.00229868	0.917781	0.910873	0.927442	0.0353197	0.0230391	0.962761	0.0141997	0.956864	0.0258942	0.00626669	0.982759	0.0109746	0.0	0.00276628	0.0	0.010374	0.990085	0.49644	70423088.0	1911492.0	0.0	117894457.0	1176895.0	13678278601.0	13643010310.0	135428501.0	135079310.0	25516142.0	31360945.0	1235858.0	117516172.0	250880170.0	0.0	246398290.0	6232252.0	260434427.0	3841132.0	9554257.0	22869903.0	24109521.0	0.0	270507811.0	270507811.0	56877087.0	270507336.0	0.0	0.0	270507811.0	748299.0	27321288911.0	134696562.0	343778311.0	273355223.0	0.0	101.0	23858.0	0.0	11747.0	0.410745	0.35	0.30719	0.362847	0.136364	0.659722	0.0	0.0	0.861926	0.171733	0.164891
BON_B17-54_1	0.993174	1.0	0.0	0.0	0.00284326	0.994653	0.991694	0.00246673	0.00322091	0.915552	0.913586	0.921844	0.0358477	0.0301606	0.957692	0.0121472	0.962587	0.0217292	0.00628762	0.984316	0.00939651	0.0	0.00265814	0.00450528	0.0109411	0.989783	0.446421	45098948.0	645521.0	0.0	60985413.0	628724.0	7246469119.0	7224917436.0	71747219.0	71533836.0	17875111.0	23270843.0	674626.0	60906865.0	132082849.0	0.0	130899549.0	4321448.0	137219140.0	1740467.0	5136291.0	11648719.0	12381506.0	0.0	143281055.0	143281055.0	41145954.0	143281021.0	0.0		143281055.0	380861.0	14471386555.0	71444721.0	189364829.0	144265881.0	0.0	101.0	21274.0	0.0	10125.0	0.434194	0.38806	0.306737	0.377657	0.160839	0.689655	2.45798	2.39376	0.859674	0.167915	0.157882
